Core_name,Core_SMILES,Core_type,Substituent_name,Substituent_SMILES
4取代菲33,*c1cc(*)c2ccc3c(*)cccc3c2c1*,4取代菲,,
4取代菲34,*c1cc(*)c2ccc3cc(*)c(*)cc3c2c1,4取代菲,,
4取代菲35,*c1cc(*)c2ccc3ccc(*)c(*)c3c2c1,4取代菲,,
4取代菲36,*c1cc(*)c2ccc3cccc(*)c3c2c1*,4取代菲,,
4取代菲37,*c1cc2c(*)c(*)c3ccccc3c2cc1*,4取代菲,,
4取代菲38,*c1cc2c(*)cc3c(*)cccc3c2cc1*,4取代菲,,
4取代菲39,*c1cc2c(*)cc3cccc(*)c3c2cc1*,4取代菲,,
4取代菲40,*c1cc2c(*)cc3ccccc3c2c(*)c1*,4取代菲,,
4取代菲41,*c1cc2c(*)ccc(*)c2c2c(*)cccc12,4取代菲,,
4取代菲42,*c1cc2c(c(*)cc3ccccc32)c(*)c1*,4取代菲,,
4取代菲43,*c1cc2c(cc(*)c3ccccc32)c(*)c1*,4取代菲,,
4取代菲44,*c1cc2c(ccc3c(*)cccc32)c(*)c1*,4取代菲,,
4取代菲45,*c1cc2c(ccc3cccc(*)c32)c(*)c1*,4取代菲,,
4取代菲46,*c1cc2cc(*)c3c(*)cccc3c2cc1*,4取代菲,,
4取代菲47,*c1cc2cc(*)c3cccc(*)c3c2cc1*,4取代菲,,
4取代菲48,*c1cc2cc(*)c3ccccc3c2c(*)c1*,4取代菲,,
4取代菲49,*c1cc2ccc3c(*)c(*)ccc3c2cc1*,4取代菲,,
4取代菲50,*c1cc2ccc3c(*)ccc(*)c3c2cc1*,4取代菲,,
4取代菲51,*c1cc2ccc3c(*)cccc3c2c(*)c1*,4取代菲,,
4取代菲52,*c1cc2ccc3cc(*)c(*)cc3c2cc1*,4取代菲,,
4取代菲53,*c1cc2ccc3ccc(*)c(*)c3c2cc1*,4取代菲,,
4取代菲54,*c1cc2ccc3cccc(*)c3c2c(*)c1*,4取代菲,,
4取代菲55,*c1ccc(*)c2c1c(*)cc1cccc(*)c12,4取代菲,,
4取代菲56,*c1ccc(*)c2c1cc(*)c1c(*)cccc12,4取代菲,,
4取代菲57,*c1ccc(*)c2c1ccc1c(*)ccc(*)c12,4取代菲,,
4取代菲58,*c1ccc2c(*)c(*)c3c(*)cccc3c2c1,4取代菲,,
4取代菲59,*c1ccc2c(*)c(*)c3ccc(*)cc3c2c1,4取代菲,,
4取代菲60,*c1ccc2c(*)c(*)c3cccc(*)c3c2c1,4取代菲,,
4取代菲61,*c1ccc2c(*)c(*)c3ccccc3c2c1*,4取代菲,,
4取代菲62,*c1ccc2c(*)cc3c(*)c(*)ccc3c2c1,4取代菲,,
4取代菲63,*c1ccc2c(*)cc3c(*)cc(*)cc3c2c1,4取代菲,,
4取代菲64,*c1ccc2c(*)cc3c(*)ccc(*)c3c2c1,4取代菲,,
4取代菲65,*c1ccc2c(*)cc3c(*)cccc3c2c1*,4取代菲,,
4取代菲66,*c1ccc2c(*)cc3cc(*)c(*)cc3c2c1,4取代菲,,
4取代菲67,*c1ccc2c(*)cc3ccc(*)c(*)c3c2c1,4取代菲,,
4取代菲68,*c1ccc2c(*)cc3cccc(*)c3c2c1*,4取代菲,,
4取代菲69,*c1ccc2c(c(*)cc3c(*)cccc32)c1*,4取代菲,,
4取代菲70,*c1ccc2c(c(*)cc3cccc(*)c32)c1*,4取代菲,,
4取代菲71,*c1ccc2c(c1)c(*)c(*)c1c(*)cccc12,4取代菲,,
4取代菲72,*c1ccc2c(c1)c(*)c(*)c1cc(*)ccc12,4取代菲,,
4取代菲73,*c1ccc2c(c1)c(*)c(*)c1ccc(*)cc12,4取代菲,,
4取代菲74,*c1ccc2c(c1)c(*)c(*)c1cccc(*)c12,4取代菲,,
4取代菲75,*c1ccc2c(c1)c(*)cc1c(*)c(*)ccc12,4取代菲,,
4取代菲76,*c1ccc2c(c1)c(*)cc1c(*)cc(*)cc12,4取代菲,,
4取代菲77,*c1ccc2c(c1)c(*)cc1c(*)ccc(*)c12,4取代菲,,
4取代菲78,*c1ccc2c(c1)c(*)cc1cc(*)c(*)cc12,4取代菲,,
4取代菲79,*c1ccc2c(c1)c(*)cc1ccc(*)c(*)c12,4取代菲,,
4取代菲80,*c1ccc2c(c1)cc(*)c1c(*)c(*)ccc12,4取代菲,,
4取代菲81,*c1ccc2c(c1)cc(*)c1c(*)cc(*)cc12,4取代菲,,
4取代菲82,*c1ccc2c(c1)cc(*)c1c(*)ccc(*)c12,4取代菲,,
4取代菲83,*c1ccc2c(c1)cc(*)c1cc(*)c(*)cc12,4取代菲,,
4取代菲84,*c1ccc2c(c1)cc(*)c1cc(*)cc(*)c12,4取代菲,,
4取代菲85,*c1ccc2c(c1)cc(*)c1ccc(*)c(*)c12,4取代菲,,
4取代菲86,*c1ccc2c(c1*)c(*)c(*)c1ccccc12,4取代菲,,
4取代菲87,*c1ccc2c(cc(*)c3c(*)cccc32)c1*,4取代菲,,
4取代菲88,*c1ccc2c(cc(*)c3cccc(*)c32)c1*,4取代菲,,
4取代菲89,*c1ccc2c(ccc3c(*)c(*)c(*)cc32)c1,4取代菲,,
4取代菲90,*c1ccc2c(ccc3c(*)c(*)cc(*)c32)c1,4取代菲,,
4取代菲91,*c1ccc2c(ccc3c(*)c(*)ccc32)c1*,4取代菲,,
4取代菲92,*c1ccc2c(ccc3c(*)cc(*)c(*)c32)c1,4取代菲,,
4取代菲93,*c1ccc2c(ccc3c(*)ccc(*)c32)c1*,4取代菲,,
4取代菲94,*c1ccc2c(ccc3cc(*)c(*)c(*)c32)c1,4取代菲,,
4取代菲95,*c1ccc2c(ccc3ccc(*)c(*)c32)c1*,4取代菲,,
4取代菲96,*c1ccc2cc(*)c3c(*)c(*)ccc3c2c1,4取代菲,,
4取代菲97,*c1ccc2cc(*)c3c(*)cc(*)cc3c2c1,4取代菲,,
4取代菲98,*c1ccc2cc(*)c3c(*)ccc(*)c3c2c1,4取代菲,,
4取代菲99,*c1ccc2cc(*)c3c(*)cccc3c2c1*,4取代菲,,
4取代菲100,*c1ccc2cc(*)c3cc(*)c(*)cc3c2c1,4取代菲,,
4取代菲101,*c1ccc2cc(*)c3ccc(*)c(*)c3c2c1,4取代菲,,
4取代菲102,*c1ccc2cc(*)c3cccc(*)c3c2c1*,4取代菲,,
4取代菲103,*c1ccc2ccc3c(*)c(*)c(*)cc3c2c1,4取代菲,,
4取代菲104,*c1ccc2ccc3c(*)c(*)cc(*)c3c2c1,4取代菲,,
4取代菲105,*c1ccc2ccc3c(*)cc(*)c(*)c3c2c1,4取代菲,,
4取代菲106,*c1ccc2ccc3c(*)ccc(*)c3c2c1*,4取代菲,,
4取代菲107,*c1ccc2ccc3cc(*)c(*)c(*)c3c2c1,4取代菲,,
4取代菲108,*c1ccc2ccc3ccc(*)c(*)c3c2c1*,4取代菲,,
4取代菲109,*c1cccc2c1c(*)c(*)c1c(*)cccc12,4取代菲,,
4取代菲110,*c1cccc2c1cc(*)c1c(*)ccc(*)c12,4取代菲,,
5取代菲1,*c1c(*)c(*)c2c(c(*)cc3ccccc32)c1*,5取代菲,,
5取代菲2,*c1c(*)c(*)c2c(cc(*)c3ccccc32)c1*,5取代菲,,
5取代菲3,*c1c(*)c(*)c2c(ccc3c(*)cccc32)c1*,5取代菲,,
5取代菲4,*c1c(*)c(*)c2c(ccc3cccc(*)c32)c1*,5取代菲,,
5取代菲5,*c1c(*)c2c(*)ccc(*)c2c2c(*)cccc12,5取代菲,,
5取代菲6,*c1cc(*)c2c(*)c(*)c3c(*)cccc3c2c1,5取代菲,,
5取代菲7,*c1cc(*)c2c(*)c(*)c3cccc(*)c3c2c1,5取代菲,,
5取代菲8,*c1cc(*)c2c(*)c(*)c3ccccc3c2c1*,5取代菲,,
5取代菲9,*c1cc(*)c2c(*)cc3c(*)c(*)ccc3c2c1,5取代菲,,
5取代菲10,*c1cc(*)c2c(*)cc3c(*)ccc(*)c3c2c1,5取代菲,,
5取代菲11,*c1cc(*)c2c(*)cc3c(*)cccc3c2c1*,5取代菲,,
5取代菲12,*c1cc(*)c2c(*)cc3cc(*)c(*)cc3c2c1,5取代菲,,
5取代菲13,*c1cc(*)c2c(*)cc3ccc(*)c(*)c3c2c1,5取代菲,,
5取代菲14,*c1cc(*)c2c(*)cc3cccc(*)c3c2c1*,5取代菲,,
5取代菲15,*c1cc(*)c2c(c(*)cc3c(*)cccc32)c1*,5取代菲,,
5取代菲16,*c1cc(*)c2c(c(*)cc3cccc(*)c32)c1*,5取代菲,,
5取代菲17,*c1cc(*)c2c(c1)c(*)c(*)c1c(*)cccc12,5取代菲,,
5取代菲18,*c1cc(*)c2c(c1)c(*)c(*)c1ccc(*)cc12,5取代菲,,
5取代菲19,*c1cc(*)c2c(c1)c(*)c(*)c1cccc(*)c12,5取代菲,,
5取代菲20,*c1cc(*)c2c(c1)c(*)cc1c(*)c(*)ccc12,5取代菲,,
5取代菲21,*c1cc(*)c2c(c1)c(*)cc1c(*)cc(*)cc12,5取代菲,,
5取代菲22,*c1cc(*)c2c(c1)c(*)cc1c(*)ccc(*)c12,5取代菲,,
5取代菲23,*c1cc(*)c2c(c1)c(*)cc1cc(*)c(*)cc12,5取代菲,,
5取代菲24,*c1cc(*)c2c(c1)c(*)cc1ccc(*)c(*)c12,5取代菲,,
5取代菲25,*c1cc(*)c2c(c1)cc(*)c1c(*)c(*)ccc12,5取代菲,,
5取代菲26,*c1cc(*)c2c(c1)cc(*)c1c(*)cc(*)cc12,5取代菲,,
5取代菲27,*c1cc(*)c2c(c1)cc(*)c1c(*)ccc(*)c12,5取代菲,,
5取代菲28,*c1cc(*)c2c(c1)cc(*)c1cc(*)c(*)cc12,5取代菲,,
5取代菲29,*c1cc(*)c2c(c1)cc(*)c1cc(*)cc(*)c12,5取代菲,,
5取代菲30,*c1cc(*)c2c(c1)cc(*)c1ccc(*)c(*)c12,5取代菲,,
5取代菲31,*c1cc(*)c2c(c1*)c(*)c(*)c1ccccc12,5取代菲,,
5取代菲32,*c1cc(*)c2c(cc(*)c3c(*)cccc32)c1*,5取代菲,,
5取代菲33,*c1cc(*)c2c(cc(*)c3cccc(*)c32)c1*,5取代菲,,
5取代菲34,*c1cc(*)c2c(ccc3c(*)c(*)c(*)cc32)c1,5取代菲,,
5取代菲35,*c1cc(*)c2c(ccc3c(*)c(*)cc(*)c32)c1,5取代菲,,
5取代菲36,*c1cc(*)c2c(ccc3c(*)cc(*)c(*)c32)c1,5取代菲,,
5取代菲37,*c1cc(*)c2c(ccc3c(*)ccc(*)c32)c1*,5取代菲,,
5取代菲38,*c1cc(*)c2c(ccc3cc(*)c(*)c(*)c32)c1,5取代菲,,
5取代菲39,*c1cc(*)c2c(ccc3ccc(*)c(*)c32)c1*,5取代菲,,
5取代菲40,*c1cc(*)c2cc(*)c3c(*)c(*)ccc3c2c1,5取代菲,,
5取代菲41,*c1cc(*)c2cc(*)c3c(*)cc(*)cc3c2c1,5取代菲,,
5取代菲42,*c1cc(*)c2cc(*)c3c(*)ccc(*)c3c2c1,5取代菲,,
5取代菲43,*c1cc(*)c2cc(*)c3c(*)cccc3c2c1*,5取代菲,,
5取代菲44,*c1cc(*)c2cc(*)c3cc(*)c(*)cc3c2c1,5取代菲,,
5取代菲45,*c1cc(*)c2cc(*)c3ccc(*)c(*)c3c2c1,5取代菲,,
5取代菲46,*c1cc(*)c2cc(*)c3cccc(*)c3c2c1*,5取代菲,,
5取代菲47,*c1cc(*)c2ccc3c(*)c(*)c(*)cc3c2c1,5取代菲,,
5取代菲48,*c1cc(*)c2ccc3c(*)c(*)cc(*)c3c2c1,5取代菲,,
5取代菲49,*c1cc(*)c2ccc3c(*)cc(*)c(*)c3c2c1,5取代菲,,
5取代菲50,*c1cc(*)c2ccc3c(*)ccc(*)c3c2c1*,5取代菲,,
5取代菲51,*c1cc(*)c2ccc3cc(*)c(*)c(*)c3c2c1,5取代菲,,
5取代菲52,*c1cc2c(*)c(*)c3c(*)cccc3c2cc1*,5取代菲,,
5取代菲53,*c1cc2c(*)c(*)c3cccc(*)c3c2cc1*,5取代菲,,
5取代菲54,*c1cc2c(*)c(*)c3ccccc3c2c(*)c1*,5取代菲,,
5取代菲55,*c1cc2c(*)cc3c(*)c(*)ccc3c2cc1*,5取代菲,,
5取代菲56,*c1cc2c(*)cc3c(*)ccc(*)c3c2cc1*,5取代菲,,
5取代菲57,*c1cc2c(*)cc3c(*)cccc3c2c(*)c1*,5取代菲,,
5取代菲58,*c1cc2c(*)cc3ccc(*)c(*)c3c2cc1*,5取代菲,,
5取代菲59,*c1cc2c(*)cc3cccc(*)c3c2c(*)c1*,5取代菲,,
5取代菲60,*c1cc2c(c(*)c1*)c(*)c(*)c1ccccc12,5取代菲,,
5取代菲61,*c1cc2c(c(*)cc3c(*)cccc32)c(*)c1*,5取代菲,,
5取代菲62,*c1cc2c(c(*)cc3cccc(*)c32)c(*)c1*,5取代菲,,
5取代菲63,*c1cc2c(cc(*)c3c(*)cccc32)c(*)c1*,5取代菲,,
5取代菲64,*c1cc2c(cc(*)c3cccc(*)c32)c(*)c1*,5取代菲,,
5取代菲65,*c1cc2c(ccc3c(*)c(*)ccc32)c(*)c1*,5取代菲,,
5取代菲66,*c1cc2c(ccc3c(*)ccc(*)c32)c(*)c1*,5取代菲,,
5取代菲67,*c1cc2c(ccc3ccc(*)c(*)c32)c(*)c1*,5取代菲,,
5取代菲68,*c1cc2cc(*)c3c(*)c(*)ccc3c2cc1*,5取代菲,,
5取代菲69,*c1cc2cc(*)c3c(*)ccc(*)c3c2cc1*,5取代菲,,
5取代菲70,*c1cc2cc(*)c3c(*)cccc3c2c(*)c1*,5取代菲,,
5取代菲71,*c1cc2cc(*)c3cc(*)c(*)cc3c2cc1*,5取代菲,,
5取代菲72,*c1cc2cc(*)c3ccc(*)c(*)c3c2cc1*,5取代菲,,
5取代菲73,*c1cc2cc(*)c3cccc(*)c3c2c(*)c1*,5取代菲,,
5取代菲74,*c1cc2ccc3c(*)c(*)c(*)cc3c2cc1*,5取代菲,,
5取代菲75,*c1cc2ccc3c(*)c(*)cc(*)c3c2cc1*,5取代菲,,
5取代菲76,*c1cc2ccc3c(*)c(*)ccc3c2c(*)c1*,5取代菲,,
5取代菲77,*c1cc2ccc3c(*)cc(*)c(*)c3c2cc1*,5取代菲,,
5取代菲78,*c1cc2ccc3c(*)ccc(*)c3c2c(*)c1*,5取代菲,,
5取代菲79,*c1cc2ccc3cc(*)c(*)c(*)c3c2cc1*,5取代菲,,
5取代菲80,*c1cc2ccc3ccc(*)c(*)c3c2c(*)c1*,5取代菲,,
5取代菲81,*c1ccc(*)c2c1cc(*)c1c(*)ccc(*)c12,5取代菲,,
5取代菲82,*c1ccc2c(*)c(*)c3c(*)c(*)ccc3c2c1,5取代菲,,
5取代菲83,*c1ccc2c(*)c(*)c3c(*)cc(*)cc3c2c1,5取代菲,,
5取代菲84,*c1ccc2c(*)c(*)c3c(*)ccc(*)c3c2c1,5取代菲,,
5取代菲85,*c1ccc2c(*)c(*)c3c(*)cccc3c2c1*,5取代菲,,
5取代菲86,*c1ccc2c(*)c(*)c3cc(*)c(*)cc3c2c1,5取代菲,,
5取代菲87,*c1ccc2c(*)c(*)c3ccc(*)c(*)c3c2c1,5取代菲,,
5取代菲88,*c1ccc2c(*)c(*)c3cccc(*)c3c2c1*,5取代菲,,
5取代菲89,*c1ccc2c(*)cc3c(*)c(*)c(*)cc3c2c1,5取代菲,,
5取代菲90,*c1ccc2c(*)cc3c(*)c(*)cc(*)c3c2c1,5取代菲,,
5取代菲91,*c1ccc2c(*)cc3c(*)cc(*)c(*)c3c2c1,5取代菲,,
5取代菲92,*c1ccc2c(*)cc3c(*)ccc(*)c3c2c1*,5取代菲,,
5取代菲93,*c1ccc2c(*)cc3cc(*)c(*)c(*)c3c2c1,5取代菲,,
5取代菲94,*c1ccc2c(c(*)cc3c(*)ccc(*)c32)c1*,5取代菲,,
5取代菲95,*c1ccc2c(c(*)cc3ccc(*)c(*)c32)c1*,5取代菲,,
5取代菲96,*c1ccc2c(c1)c(*)c(*)c1c(*)c(*)ccc12,5取代菲,,
5取代菲97,*c1ccc2c(c1)c(*)c(*)c1c(*)cc(*)cc12,5取代菲,,
5取代菲98,*c1ccc2c(c1)c(*)c(*)c1c(*)ccc(*)c12,5取代菲,,
5取代菲99,*c1ccc2c(c1)c(*)c(*)c1cc(*)c(*)cc12,5取代菲,,
5取代菲100,*c1ccc2c(c1)c(*)c(*)c1cc(*)cc(*)c12,5取代菲,,
5取代菲101,*c1ccc2c(c1)c(*)c(*)c1ccc(*)c(*)c12,5取代菲,,
5取代菲102,*c1ccc2c(c1)c(*)cc1c(*)c(*)c(*)cc12,5取代菲,,
5取代菲103,*c1ccc2c(c1)c(*)cc1c(*)c(*)cc(*)c12,5取代菲,,
5取代菲104,*c1ccc2c(c1)c(*)cc1c(*)cc(*)c(*)c12,5取代菲,,
5取代菲105,*c1ccc2c(c1)c(*)cc1cc(*)c(*)c(*)c12,5取代菲,,
5取代菲106,*c1ccc2c(c1)cc(*)c1c(*)c(*)c(*)cc12,5取代菲,,
5取代菲107,*c1ccc2c(c1)cc(*)c1c(*)c(*)cc(*)c12,5取代菲,,
5取代菲108,*c1ccc2c(c1)cc(*)c1c(*)cc(*)c(*)c12,5取代菲,,
5取代菲109,*c1ccc2c(c1)cc(*)c1cc(*)c(*)c(*)c12,5取代菲,,
5取代菲110,*c1ccc2c(c1*)c(*)c(*)c1c(*)cccc12,5取代菲,,
5取代菲111,*c1ccc2c(c1*)c(*)c(*)c1cccc(*)c12,5取代菲,,
5取代菲112,*c1ccc2c(cc(*)c3c(*)c(*)ccc32)c1*,5取代菲,,
5取代菲113,*c1ccc2c(cc(*)c3c(*)ccc(*)c32)c1*,5取代菲,,
5取代菲114,*c1ccc2c(cc(*)c3ccc(*)c(*)c32)c1*,5取代菲,,
5取代菲115,*c1ccc2c(ccc3c(*)c(*)c(*)c(*)c32)c1,5取代菲,,
5取代菲116,*c1ccc2c(ccc3c(*)c(*)cc(*)c32)c1*,5取代菲,,
5取代菲117,*c1ccc2c(ccc3c(*)cc(*)c(*)c32)c1*,5取代菲,,
5取代菲118,*c1ccc2cc(*)c3c(*)c(*)c(*)cc3c2c1,5取代菲,,
5取代菲119,*c1ccc2cc(*)c3c(*)c(*)cc(*)c3c2c1,5取代菲,,
5取代菲120,*c1ccc2cc(*)c3c(*)cc(*)c(*)c3c2c1,5取代菲,,
5取代菲121,*c1ccc2cc(*)c3c(*)ccc(*)c3c2c1*,5取代菲,,
5取代菲122,*c1ccc2cc(*)c3cc(*)c(*)c(*)c3c2c1,5取代菲,,
5取代菲123,*c1ccc2cc(*)c3ccc(*)c(*)c3c2c1*,5取代菲,,
5取代菲124,*c1ccc2ccc3c(*)c(*)c(*)c(*)c3c2c1,5取代菲,,
5取代菲125,*c1ccc2ccc3c(*)cc(*)c(*)c3c2c1*,5取代菲,,
5取代菲126,*c1cccc2c1c(*)c(*)c1c(*)ccc(*)c12,5取代菲,,
6取代菲1,*c1c(*)c(*)c2c(c(*)cc3c(*)cccc32)c1*,6取代菲,,
6取代菲2,*c1c(*)c(*)c2c(c(*)cc3cccc(*)c32)c1*,6取代菲,,
6取代菲3,*c1c(*)c(*)c2c(c1*)c(*)c(*)c1ccccc12,6取代菲,,
6取代菲4,*c1c(*)c(*)c2c(cc(*)c3c(*)cccc32)c1*,6取代菲,,
6取代菲5,*c1c(*)c(*)c2c(cc(*)c3cccc(*)c32)c1*,6取代菲,,
6取代菲6,*c1c(*)c(*)c2c(ccc3c(*)ccc(*)c32)c1*,6取代菲,,
6取代菲7,*c1cc(*)c2c(*)c(*)c3c(*)c(*)ccc3c2c1,6取代菲,,
6取代菲8,*c1cc(*)c2c(*)c(*)c3c(*)cc(*)cc3c2c1,6取代菲,,
6取代菲9,*c1cc(*)c2c(*)c(*)c3c(*)ccc(*)c3c2c1,6取代菲,,
6取代菲10,*c1cc(*)c2c(*)c(*)c3c(*)cccc3c2c1*,6取代菲,,
6取代菲11,*c1cc(*)c2c(*)c(*)c3cc(*)c(*)cc3c2c1,6取代菲,,
6取代菲12,*c1cc(*)c2c(*)c(*)c3ccc(*)c(*)c3c2c1,6取代菲,,
6取代菲13,*c1cc(*)c2c(*)c(*)c3cccc(*)c3c2c1*,6取代菲,,
6取代菲14,*c1cc(*)c2c(*)cc3c(*)c(*)c(*)cc3c2c1,6取代菲,,
6取代菲15,*c1cc(*)c2c(*)cc3c(*)c(*)cc(*)c3c2c1,6取代菲,,
6取代菲16,*c1cc(*)c2c(*)cc3c(*)cc(*)c(*)c3c2c1,6取代菲,,
6取代菲17,*c1cc(*)c2c(*)cc3c(*)ccc(*)c3c2c1*,6取代菲,,
6取代菲18,*c1cc(*)c2c(*)cc3cc(*)c(*)c(*)c3c2c1,6取代菲,,
6取代菲19,*c1cc(*)c2c(c(*)cc3c(*)ccc(*)c32)c1*,6取代菲,,
6取代菲20,*c1cc(*)c2c(c(*)cc3ccc(*)c(*)c32)c1*,6取代菲,,
6取代菲21,*c1cc(*)c2c(c1)c(*)c(*)c1c(*)c(*)ccc12,6取代菲,,
6取代菲22,*c1cc(*)c2c(c1)c(*)c(*)c1c(*)cc(*)cc12,6取代菲,,
6取代菲23,*c1cc(*)c2c(c1)c(*)c(*)c1c(*)ccc(*)c12,6取代菲,,
6取代菲24,*c1cc(*)c2c(c1)c(*)c(*)c1cc(*)c(*)cc12,6取代菲,,
6取代菲25,*c1cc(*)c2c(c1)c(*)c(*)c1cc(*)cc(*)c12,6取代菲,,
6取代菲26,*c1cc(*)c2c(c1)c(*)c(*)c1ccc(*)c(*)c12,6取代菲,,
6取代菲27,*c1cc(*)c2c(c1)c(*)cc1c(*)c(*)c(*)cc12,6取代菲,,
6取代菲28,*c1cc(*)c2c(c1)c(*)cc1c(*)c(*)cc(*)c12,6取代菲,,
6取代菲29,*c1cc(*)c2c(c1)c(*)cc1c(*)cc(*)c(*)c12,6取代菲,,
6取代菲30,*c1cc(*)c2c(c1)c(*)cc1cc(*)c(*)c(*)c12,6取代菲,,
6取代菲31,*c1cc(*)c2c(c1)cc(*)c1c(*)c(*)c(*)cc12,6取代菲,,
6取代菲32,*c1cc(*)c2c(c1)cc(*)c1c(*)c(*)cc(*)c12,6取代菲,,
6取代菲33,*c1cc(*)c2c(c1)cc(*)c1c(*)cc(*)c(*)c12,6取代菲,,
6取代菲34,*c1cc(*)c2c(c1)cc(*)c1cc(*)c(*)c(*)c12,6取代菲,,
6取代菲35,*c1cc(*)c2c(c1*)c(*)c(*)c1c(*)cccc12,6取代菲,,
6取代菲36,*c1cc(*)c2c(c1*)c(*)c(*)c1cccc(*)c12,6取代菲,,
6取代菲37,*c1cc(*)c2c(cc(*)c3c(*)c(*)ccc32)c1*,6取代菲,,
6取代菲38,*c1cc(*)c2c(cc(*)c3c(*)ccc(*)c32)c1*,6取代菲,,
6取代菲39,*c1cc(*)c2c(cc(*)c3ccc(*)c(*)c32)c1*,6取代菲,,
6取代菲40,*c1cc(*)c2c(ccc3c(*)c(*)c(*)c(*)c32)c1,6取代菲,,
6取代菲41,*c1cc(*)c2c(ccc3c(*)c(*)cc(*)c32)c1*,6取代菲,,
6取代菲42,*c1cc(*)c2c(ccc3c(*)cc(*)c(*)c32)c1*,6取代菲,,
6取代菲43,*c1cc(*)c2cc(*)c3c(*)c(*)c(*)cc3c2c1,6取代菲,,
6取代菲44,*c1cc(*)c2cc(*)c3c(*)c(*)cc(*)c3c2c1,6取代菲,,
6取代菲45,*c1cc(*)c2cc(*)c3c(*)cc(*)c(*)c3c2c1,6取代菲,,
6取代菲46,*c1cc(*)c2cc(*)c3c(*)ccc(*)c3c2c1*,6取代菲,,
6取代菲47,*c1cc(*)c2cc(*)c3cc(*)c(*)c(*)c3c2c1,6取代菲,,
6取代菲48,*c1cc(*)c2ccc3c(*)c(*)c(*)c(*)c3c2c1,6取代菲,,
6取代菲49,*c1cc(*)c2ccc3c(*)cc(*)c(*)c3c2c1*,6取代菲,,
6取代菲50,*c1cc2c(*)c(*)c3c(*)c(*)ccc3c2cc1*,6取代菲,,
6取代菲51,*c1cc2c(*)c(*)c3c(*)ccc(*)c3c2cc1*,6取代菲,,
6取代菲52,*c1cc2c(*)c(*)c3c(*)cccc3c2c(*)c1*,6取代菲,,
6取代菲53,*c1cc2c(*)c(*)c3cc(*)c(*)cc3c2cc1*,6取代菲,,
6取代菲54,*c1cc2c(*)c(*)c3ccc(*)c(*)c3c2cc1*,6取代菲,,
6取代菲55,*c1cc2c(*)c(*)c3cccc(*)c3c2c(*)c1*,6取代菲,,
6取代菲56,*c1cc2c(*)cc3c(*)c(*)c(*)cc3c2cc1*,6取代菲,,
6取代菲57,*c1cc2c(*)cc3c(*)c(*)cc(*)c3c2cc1*,6取代菲,,
6取代菲58,*c1cc2c(*)cc3c(*)c(*)ccc3c2c(*)c1*,6取代菲,,
6取代菲59,*c1cc2c(*)cc3c(*)cc(*)c(*)c3c2cc1*,6取代菲,,
6取代菲60,*c1cc2c(*)cc3c(*)ccc(*)c3c2c(*)c1*,6取代菲,,
6取代菲61,*c1cc2c(*)cc3cc(*)c(*)c(*)c3c2cc1*,6取代菲,,
6取代菲62,*c1cc2c(*)cc3ccc(*)c(*)c3c2c(*)c1*,6取代菲,,
6取代菲63,*c1cc2c(c(*)c1*)c(*)c(*)c1c(*)cccc12,6取代菲,,
6取代菲64,*c1cc2c(c(*)c1*)c(*)c(*)c1cccc(*)c12,6取代菲,,
6取代菲65,*c1cc2c(c(*)cc3c(*)c(*)ccc32)c(*)c1*,6取代菲,,
6取代菲66,*c1cc2c(c(*)cc3c(*)ccc(*)c32)c(*)c1*,6取代菲,,
6取代菲67,*c1cc2c(c(*)cc3ccc(*)c(*)c32)c(*)c1*,6取代菲,,
6取代菲68,*c1cc2c(cc(*)c3c(*)c(*)ccc32)c(*)c1*,6取代菲,,
6取代菲69,*c1cc2c(cc(*)c3c(*)ccc(*)c32)c(*)c1*,6取代菲,,
6取代菲70,*c1cc2c(cc(*)c3ccc(*)c(*)c32)c(*)c1*,6取代菲,,
6取代菲71,*c1cc2c(ccc3c(*)c(*)c(*)cc32)c(*)c1*,6取代菲,,
6取代菲72,*c1cc2c(ccc3c(*)c(*)cc(*)c32)c(*)c1*,6取代菲,,
6取代菲73,*c1cc2c(ccc3c(*)cc(*)c(*)c32)c(*)c1*,6取代菲,,
6取代菲74,*c1cc2c(ccc3cc(*)c(*)c(*)c32)c(*)c1*,6取代菲,,
6取代菲75,*c1cc2cc(*)c3c(*)c(*)c(*)cc3c2cc1*,6取代菲,,
6取代菲76,*c1cc2cc(*)c3c(*)c(*)cc(*)c3c2cc1*,6取代菲,,
6取代菲77,*c1cc2cc(*)c3c(*)c(*)ccc3c2c(*)c1*,6取代菲,,
6取代菲78,*c1cc2cc(*)c3c(*)cc(*)c(*)c3c2cc1*,6取代菲,,
6取代菲79,*c1cc2cc(*)c3c(*)ccc(*)c3c2c(*)c1*,6取代菲,,
6取代菲80,*c1cc2cc(*)c3cc(*)c(*)c(*)c3c2cc1*,6取代菲,,
6取代菲81,*c1cc2cc(*)c3ccc(*)c(*)c3c2c(*)c1*,6取代菲,,
6取代菲82,*c1cc2ccc3c(*)c(*)c(*)c(*)c3c2cc1*,6取代菲,,
6取代菲83,*c1cc2ccc3c(*)c(*)cc(*)c3c2c(*)c1*,6取代菲,,
6取代菲84,*c1cc2ccc3c(*)cc(*)c(*)c3c2c(*)c1*,6取代菲,,
6取代菲85,*c1cc2ccc3cc(*)c(*)c(*)c3c2c(*)c1*,6取代菲,,
