SMILES,Core_type
Oc1cc(Oc2cccc(F)c2)cc(Br)c1I,4取代二苯醚
N#Cc1ccc(-c2cccs2)c(Oc2cc(Br)cc(Br)c2)c1,4取代二苯醚
Cc1cc(I)cc(F)c1Oc1ccc(Br)cc1,4取代二苯醚
COc1ccc(C)cc1Oc1cc(O)ccc1-c1cccs1,4取代二苯醚
Fc1cccc(Oc2cccc(I)c2Cl)c1Br,4取代二苯醚
N#Cc1cc(-c2cccs2)c(-c2cccs2)cc1Oc1ccccc1O,4取代二苯醚
COc1ccc(Br)c(Oc2cccc(C#N)c2O)c1,4取代二苯醚
COc1cc(C)c(Oc2cccc(Br)c2)c(O)c1,4取代二苯醚
Cc1cc(Oc2ccc(O)cc2)cc(O)c1C,4取代二苯醚
Oc1cc(I)cc(Oc2ccc(Br)c(I)c2)c1,4取代二苯醚
COc1ccc(F)c(-c2cccs2)c1Oc1cccc(O)c1,4取代二苯醚
COc1c(C#N)c(Cl)cc(Oc2ccccc2)c1-c1ccccc1,4取代二苯醚
Cc1ccc(-c2ccccc2)c(Oc2c(Br)cccc2I)c1,4取代二苯醚
Oc1cc(Br)c(Oc2ccccc2Br)c(-c2cccs2)c1,4取代二苯醚
Cc1c(-c2cccs2)ccc(-c2cccs2)c1Oc1cccc(F)c1,4取代二苯醚
COc1cccc(F)c1Oc1cc(-c2ccccc2)ccc1O,4取代二苯醚
Cc1cccc(Oc2cc(Cl)ccc2O)c1-c1cccs1,4取代二苯醚
Cc1cc(I)c(I)c(Oc2cccc(Br)c2)c1,4取代二苯醚
N#Cc1cc(Oc2ccc(-c3ccccc3)cc2)cc(-c2ccccc2)c1Br,4取代二苯醚
COc1cc(F)ccc1Oc1ccc(C)cc1C#N,4取代二苯醚
COc1ccc(Oc2cccc(I)c2-c2ccccc2)cc1F,4取代二苯醚
N#Cc1c(Cl)ccc(Oc2cccc(Br)c2)c1-c1ccccc1,4取代二苯醚
N#Cc1ccc(Oc2ccc(C#N)c(-c3ccccc3)c2-c2ccccc2)cc1,4取代二苯醚
Clc1c(I)ccc(-c2cccs2)c1Oc1ccc(Br)cc1,4取代二苯醚
Cc1cc(I)c(Oc2ccc(-c3ccccc3)cc2)cc1O,4取代二苯醚
COc1cc(O)cc(Oc2cc(Cl)cc(-c3ccccc3)c2)c1,4取代二苯醚
COc1ccc(Oc2cc(-c3ccccc3)ccc2Cl)c(O)c1,4取代二苯醚
COc1ccc(O)cc1Oc1cccc(OC)c1C#N,4取代二苯醚
COc1cc(Oc2ccc(Cl)cc2Br)cc(-c2ccccc2)c1,4取代二苯醚
COc1ccc(Oc2cc(OC)cc(-c3ccccc3)c2Cl)cc1,4取代二苯醚
Cc1cc(Br)c(-c2ccccc2)c(Oc2ccccc2O)c1,4取代二苯醚
N#Cc1ccc(Oc2ccc(Br)c(-c3cccs3)c2)cc1-c1ccccc1,4取代二苯醚
Oc1cccc(Oc2c(Cl)ccc(-c3ccccc3)c2F)c1,4取代二苯醚
COc1ccc(C#N)c(Oc2cccc(F)c2OC)c1,4取代二苯醚
N#Cc1ccc(I)c(Oc2ccc(Br)c(-c3ccccc3)c2)c1,4取代二苯醚
Oc1cccc(-c2cccs2)c1Oc1c(F)cccc1-c1cccs1,4取代二苯醚
COc1ccccc1Oc1c(O)cc(C#N)cc1-c1ccccc1,4取代二苯醚
COc1ccc(C#N)cc1Oc1cc(O)ccc1-c1cccs1,4取代二苯醚
Cc1ccc(Oc2ccc(I)cc2)c(Br)c1-c1ccccc1,4取代二苯醚
Cc1ccc(F)c(Oc2cccc(Br)c2)c1O,4取代二苯醚
N#Cc1c(Oc2ccc(O)cc2)ccc(Br)c1-c1ccccc1,4取代二苯醚
COc1cccc(Oc2c(Cl)cc(C)cc2-c2cccs2)c1,4取代二苯醚
N#Cc1cccc(Oc2c(O)ccc(-c3cccs3)c2Cl)c1,4取代二苯醚
Cc1cc(-c2ccccc2)c(-c2cccs2)c(F)c1Oc1ccccc1,4取代二苯醚
Ic1cccc(Oc2cccc(-c3ccccc3)c2-c2ccccc2)c1I,4取代二苯醚
Fc1ccc(Oc2ccc(Br)cc2-c2ccccc2)c(I)c1,4取代二苯醚
COc1ccc(I)cc1Oc1cc(F)ccc1F,4取代二苯醚
Oc1cccc(Cl)c1Oc1c(F)cccc1-c1cccs1,4取代二苯醚
Oc1c(Br)cc(-c2ccccc2)c(Oc2ccccc2)c1F,4取代二苯醚
COc1cc(Oc2ccc(O)c(Cl)c2)ccc1C,4取代二苯醚
Oc1cc(Oc2cc(Br)ccc2-c2ccccc2)ccc1Br,4取代二苯醚
Cc1ccc(Oc2c(I)ccc(C#N)c2C#N)cc1,4取代二苯醚
Cc1ccccc1Oc1cc(F)cc(C)c1C#N,4取代二苯醚
Cc1ccc(C#N)c(Oc2ccc(C#N)c(-c3ccccc3)c2)c1,4取代二苯醚
N#Cc1cc(Oc2cccc(-c3ccccc3)c2Br)ccc1-c1cccs1,4取代二苯醚
Oc1ccc(Oc2c(-c3cccs3)ccc(O)c2O)cc1,4取代二苯醚
Fc1cccc(Br)c1Oc1c(F)cccc1-c1cccs1,4取代二苯醚
Cc1cc(-c2cccs2)cc(Br)c1Oc1ccccc1Cl,4取代二苯醚
Cc1cc(C#N)c(O)cc1Oc1cccc(Br)c1,4取代二苯醚
COc1cc(Oc2ccc(O)cc2)cc(-c2cccs2)c1I,4取代二苯醚
Cc1cc(-c2ccccc2)cc(-c2ccccc2)c1Oc1ccc(Cl)cc1,4取代二苯醚
COc1cc(O)c(C)c(Br)c1Oc1ccccc1,4取代二苯醚
Cc1ccc(I)c(Oc2ccccc2-c2cccs2)c1C,4取代二苯醚
Cc1c(Oc2ccc(F)cc2)ccc(O)c1I,4取代二苯醚
Fc1cc(Br)cc(F)c1Oc1ccc(Cl)cc1,4取代二苯醚
Fc1cccc(Oc2cc(-c3cccs3)cc(-c3cccs3)c2Br)c1,4取代二苯醚
Cc1c(Oc2cccc(-c3ccccc3)c2Br)cccc1-c1ccccc1,4取代二苯醚
Brc1cc(I)cc(Oc2ccc(Br)cc2I)c1,4取代二苯醚
Ic1cc(-c2cccs2)ccc1Oc1ccc(-c2cccs2)cc1I,4取代二苯醚
Fc1cc(Oc2ccccc2Cl)cc(-c2ccccc2)c1Cl,4取代二苯醚
COc1cccc(C)c1Oc1cc(C#N)cc(C#N)c1,4取代二苯醚
N#Cc1cccc(Cl)c1Oc1c(Br)cccc1Br,4取代二苯醚
Cc1cc(I)c(Br)c(Oc2ccccc2-c2ccccc2)c1,4取代二苯醚
COc1c(C)cc(Oc2ccc(-c3ccccc3)cc2)cc1-c1cccs1,4取代二苯醚
N#Cc1cccc(Oc2cc(Br)cc(Cl)c2I)c1,4取代二苯醚
Oc1ccc(-c2ccccc2)c(Oc2cccc(-c3cccs3)c2)c1-c1ccccc1,4取代二苯醚
Fc1cccc(-c2ccccc2)c1Oc1c(I)cccc1-c1ccccc1,4取代二苯醚
Oc1c(Br)ccc(Oc2ccc(Br)cc2)c1I,4取代二苯醚
Clc1c(Br)cc(Oc2ccccc2)c(-c2ccccc2)c1Cl,4取代二苯醚
Cc1c(-c2cccs2)cc(Cl)c(C#N)c1Oc1ccccc1,4取代二苯醚
COc1c(Cl)cc(Oc2ccccc2)c(I)c1Br,4取代二苯醚
Cc1cc(Oc2c(F)cccc2C#N)ccc1-c1cccs1,4取代二苯醚
Cc1cc(Oc2cccc(F)c2)cc(I)c1-c1cccs1,4取代二苯醚
COc1ccccc1Oc1ccc(-c2ccccc2)c(F)c1Cl,4取代二苯醚
Cc1c(F)cc(Oc2ccccc2)c(-c2cccs2)c1-c1ccccc1,4取代二苯醚
Oc1cc(Oc2ccc(-c3ccccc3)c(-c3ccccc3)c2)ccc1F,4取代二苯醚
Cc1cc(Oc2cccc(-c3cccs3)c2)cc(-c2ccccc2)c1-c1cccs1,4取代二苯醚
COc1cc(C)cc(Oc2cccc(-c3cccs3)c2O)c1,4取代二苯醚
Clc1cc(I)c(Oc2ccccc2-c2ccccc2)cc1-c1cccs1,4取代二苯醚
N#Cc1cc(-c2cccs2)c(Oc2cccc(Br)c2)cc1Cl,4取代二苯醚
N#Cc1ccc(Oc2c(F)cccc2Br)c(Cl)c1,4取代二苯醚
Fc1ccc(Oc2cccc(Br)c2-c2cccs2)c(-c2cccs2)c1,4取代二苯醚
N#Cc1cc(-c2ccccc2)cc(I)c1Oc1ccccc1F,4取代二苯醚
COc1ccc(Cl)c(Oc2cccc(C#N)c2Br)c1,4取代二苯醚
COc1ccc(-c2ccccc2)c(C#N)c1Oc1ccc(F)cc1,4取代二苯醚
COc1ccc(-c2cccs2)c(Br)c1Oc1cccc(-c2cccs2)c1,4取代二苯醚
N#Cc1ccc(Oc2c(Br)cc(Br)cc2I)cc1,4取代二苯醚
COc1ccccc1Oc1cc(C#N)c(-c2cccs2)cc1C,4取代二苯醚
COc1ccc(Oc2ccc(Br)cc2F)c(OC)c1,4取代二苯醚
Cc1cc(F)cc(-c2cccs2)c1Oc1ccccc1-c1cccs1,4取代二苯醚
COc1ccc(Oc2c(Cl)cccc2C#N)c(F)c1,4取代二苯醚
Cc1cccc(-c2cccs2)c1Oc1c(F)cccc1-c1cccs1,4取代二苯醚
Cc1ccc(Oc2c(F)cc(Cl)cc2F)cc1,4取代二苯醚
COc1cc(I)cc(C)c1Oc1cccc(Br)c1,4取代二苯醚
N#Cc1ccc(Oc2ccc(I)cc2I)c(C#N)c1,4取代二苯醚
COc1cccc(Oc2cccc(C#N)c2-c2cccs2)c1O,4取代二苯醚
N#Cc1ccc(Br)c(Oc2cccc(O)c2I)c1,4取代二苯醚
COc1cccc(Oc2c(Cl)cc(OC)cc2C#N)c1,4取代二苯醚
Clc1cc(Oc2cccc(-c3cccs3)c2Cl)ccc1I,4取代二苯醚
Fc1cccc(I)c1Oc1cccc(Cl)c1-c1ccccc1,4取代二苯醚
N#Cc1cc(I)c(Oc2ccc(F)cc2)cc1F,4取代二苯醚
Fc1cc(Oc2ccccc2Br)cc(-c2ccccc2)c1I,4取代二苯醚
Cc1cccc(-c2ccccc2)c1Oc1cc(Cl)cc(Br)c1,4取代二苯醚
COc1cccc(Oc2cc(Br)c(C#N)cc2Cl)c1,4取代二苯醚
Oc1c(Oc2cccc(F)c2-c2ccccc2)cccc1-c1cccs1,4取代二苯醚
COc1cccc(-c2cccs2)c1Oc1cccc(Br)c1OC,4取代二苯醚
COc1ccc(OC)c(Oc2cc(Br)ccc2O)c1,4取代二苯醚
Cc1cccc(Oc2cc(F)cc(O)c2-c2cccs2)c1,4取代二苯醚
N#Cc1cc(Cl)c(Oc2ccc(Br)cc2)cc1C#N,4取代二苯醚
COc1cccc(Br)c1Oc1c(C)cccc1-c1cccs1,4取代二苯醚
COc1c(-c2cccs2)ccc(C)c1Oc1ccc(-c2ccccc2)cc1,4取代二苯醚
COc1ccc(Cl)cc1Oc1cc(-c2cccs2)ccc1F,4取代二苯醚
COc1c(I)c(O)cc(Br)c1Oc1ccccc1,4取代二苯醚
Oc1cc(I)c(Oc2ccc(Br)cc2)c(-c2ccccc2)c1,4取代二苯醚
Clc1ccc(I)c(Oc2ccc(Br)cc2Cl)c1,4取代二苯醚
N#Cc1cccc(O)c1Oc1c(C#N)cccc1-c1ccccc1,4取代二苯醚
COc1cccc(Oc2ccc(F)c(O)c2OC)c1,4取代二苯醚
COc1c(Oc2cc(Cl)ccc2I)cccc1-c1ccccc1,4取代二苯醚
COc1ccc(Oc2ccc(Br)c(O)c2)c(OC)c1,4取代二苯醚
Fc1cc(-c2ccccc2)c(Oc2ccc(-c3ccccc3)cc2)cc1I,4取代二苯醚
Cc1cccc(-c2ccccc2)c1Oc1cccc(C#N)c1F,4取代二苯醚
Clc1ccc(Br)c(I)c1Oc1cccc(Br)c1,4取代二苯醚
COc1ccc(F)cc1Oc1ccc(-c2ccccc2)c(O)c1,4取代二苯醚
N#Cc1cccc(Oc2ccc(F)cc2O)c1C#N,4取代二苯醚
COc1ccc(Oc2cc(-c3cccs3)ccc2I)cc1Br,4取代二苯醚
Oc1ccc(I)cc1Oc1ccc(Br)cc1-c1ccccc1,4取代二苯醚
Oc1ccc(Br)c(Oc2ccccc2-c2cccs2)c1I,4取代二苯醚
COc1ccc(Oc2cc(O)c(C)c(-c3cccs3)c2)cc1,4取代二苯醚
N#Cc1ccc(-c2cccs2)cc1Oc1c(O)cccc1C#N,4取代二苯醚
Cc1ccc(Oc2cc(F)cc(I)c2)cc1C,4取代二苯醚
COc1c(O)cccc1Oc1c(F)cccc1-c1ccccc1,4取代二苯醚
Oc1ccc(Oc2ccc(-c3cccs3)c(-c3ccccc3)c2)cc1I,4取代二苯醚
Fc1ccc(I)cc1Oc1cc(-c2ccccc2)ccc1F,4取代二苯醚
COc1c(F)cccc1Oc1ccc(C#N)c(O)c1,4取代二苯醚
COc1cc(Cl)cc(Oc2cc(Br)cc(-c3cccs3)c2)c1,4取代二苯醚
COc1cccc(Oc2cc(F)cc(Br)c2F)c1,4取代二苯醚
COc1ccc(I)c(Oc2cccc(-c3ccccc3)c2C#N)c1,4取代二苯醚
COc1ccc(Oc2cccc(C#N)c2)c(O)c1OC,4取代二苯醚
COc1ccc(Oc2ccc(O)c(I)c2)cc1-c1cccs1,4取代二苯醚
COc1cc(C#N)c(Oc2ccccc2)c(C#N)c1Cl,4取代二苯醚
COc1ccc(-c2ccccc2)c(Oc2ccc(-c3ccccc3)cc2)c1C#N,4取代二苯醚
Cc1ccc(-c2ccccc2)c(-c2cccs2)c1Oc1cccc(-c2ccccc2)c1,4取代二苯醚
Fc1cc(Cl)c(Oc2ccccc2F)c(Br)c1,4取代二苯醚
N#Cc1cc(F)ccc1Oc1cccc(O)c1F,4取代二苯醚
COc1cccc(Oc2c(OC)ccc(OC)c2OC)c1,4取代二苯醚
Cc1ccc(Cl)cc1Oc1cc(Cl)ccc1C#N,4取代二苯醚
Oc1ccc(Oc2cc(F)c(Cl)c(I)c2)cc1,4取代二苯醚
N#Cc1ccc(Oc2ccc(I)c(Cl)c2)cc1Br,4取代二苯醚
Oc1cc(F)cc(Oc2cc(Br)cc(-c3cccs3)c2)c1,4取代二苯醚
N#Cc1ccc(Oc2c(C#N)ccc(-c3ccccc3)c2I)cc1,4取代二苯醚
N#Cc1ccc(Oc2cc(I)ccc2I)cc1-c1cccs1,4取代二苯醚
Cc1ccc(Oc2ccc(I)c(C#N)c2)c(I)c1,4取代二苯醚
COc1cc(F)ccc1Oc1cccc(F)c1Cl,4取代二苯醚
Cc1ccc(Oc2ccc(O)c(C)c2)c(I)c1,4取代二苯醚
COc1cc(O)cc(Oc2cc(C)cc(-c3cccs3)c2)c1,4取代二苯醚
Cc1c(-c2ccccc2)cc(-c2ccccc2)c(-c2ccccc2)c1Oc1ccccc1,4取代二苯醚
COc1cc(-c2ccccc2)c(-c2ccccc2)c(I)c1Oc1ccccc1,4取代二苯醚
Cc1cc(Oc2cccc(C)c2O)ccc1F,4取代二苯醚
COc1ccc(I)c(Oc2ccc(-c3cccs3)cc2C)c1,4取代二苯醚
Cc1cc(O)c(Oc2cccc(Cl)c2)c(F)c1,4取代二苯醚
Cc1cc(C#N)c(-c2cccs2)cc1Oc1ccccc1C#N,4取代二苯醚
Fc1cc(Oc2cc(F)cc(-c3cccs3)c2)cc(-c2ccccc2)c1,4取代二苯醚
COc1cc(F)cc(Oc2ccc(Cl)c(C#N)c2)c1,4取代二苯醚
Clc1ccc(Oc2cc(Br)ccc2Br)cc1Cl,4取代二苯醚
COc1cc(Oc2cccc(-c3cccs3)c2Cl)ccc1-c1ccccc1,4取代二苯醚
COc1c(I)cccc1Oc1c(Cl)cccc1-c1cccs1,4取代二苯醚
COc1ccc(Oc2ccc(-c3cccs3)cc2C)c(C#N)c1,4取代二苯醚
N#Cc1cc(Br)cc(Oc2ccccc2F)c1-c1ccccc1,4取代二苯醚
COc1cc(C#N)cc(Oc2ccccc2O)c1-c1cccs1,4取代二苯醚
N#Cc1c(Cl)cc(-c2cccs2)cc1Oc1cccc(F)c1,4取代二苯醚
Cc1cc(-c2cccs2)cc(Cl)c1Oc1ccccc1-c1cccs1,4取代二苯醚
Cc1cc(O)cc(Oc2cc(-c3ccccc3)cc(-c3cccs3)c2)c1,4取代二苯醚
COc1cc(-c2cccs2)cc(Oc2cccc(O)c2)c1C#N,4取代二苯醚
COc1ccc(Oc2cccc(C#N)c2F)cc1Cl,4取代二苯醚
N#Cc1ccc(I)cc1Oc1cc(Cl)cc(I)c1,4取代二苯醚
N#Cc1c(Oc2ccc(F)cc2)ccc(Br)c1-c1cccs1,4取代二苯醚
N#Cc1cc(Oc2cccc(F)c2)cc(F)c1I,4取代二苯醚
COc1cc(Cl)c(Cl)c(Oc2ccccc2)c1C#N,4取代二苯醚
Oc1ccccc1Oc1cc(Cl)cc(-c2ccccc2)c1Br,4取代二苯醚
Cc1ccc(Oc2cc(C)c(C)cc2-c2ccccc2)cc1,4取代二苯醚
COc1cc(-c2ccccc2)cc(O)c1Oc1ccccc1F,4取代二苯醚
Oc1c(-c2ccccc2)cc(Br)c(Oc2ccccc2)c1F,4取代二苯醚
N#Cc1ccccc1Oc1c(Cl)ccc(O)c1O,4取代二苯醚
Oc1c(Oc2ccc(-c3ccccc3)cc2)cc(I)cc1-c1ccccc1,4取代二苯醚
COc1ccc(F)cc1Oc1cc(C)cc(F)c1,4取代二苯醚
COc1cc(Oc2ccccc2)c(Cl)c(O)c1F,4取代二苯醚
Cc1ccc(Oc2ccccc2O)c(Br)c1O,4取代二苯醚
COc1cc(I)c(-c2cccs2)c(Oc2ccc(Br)cc2)c1,4取代二苯醚
N#Cc1cc(F)ccc1Oc1cc(I)ccc1Cl,4取代二苯醚
COc1c(C)cc(Cl)c(Br)c1Oc1ccccc1,4取代二苯醚
Oc1ccc(Oc2ccc(-c3cccs3)c(-c3ccccc3)c2)cc1Br,4取代二苯醚
Cc1cc(Oc2cccc(I)c2)c(Cl)cc1Cl,4取代二苯醚
N#Cc1ccc(Oc2ccc(-c3ccccc3)c(F)c2O)cc1,4取代二苯醚
COc1cc(C)c(C#N)c(Oc2ccccc2)c1C#N,4取代二苯醚
N#Cc1cc(O)c(Cl)c(C#N)c1Oc1ccccc1,4取代二苯醚
N#Cc1c(I)cccc1Oc1cc(I)cc(I)c1,4取代二苯醚
N#Cc1cc(Oc2cccc(-c3ccccc3)c2)c(O)c(-c2cccs2)c1,4取代二苯醚
COc1cc(F)cc(Oc2c(Cl)cccc2Br)c1,4取代二苯醚
COc1cc(Oc2cccc(Br)c2)cc(O)c1-c1cccs1,4取代二苯醚
Oc1ccc(-c2cccs2)cc1Oc1cc(Cl)ccc1Cl,4取代二苯醚
Cc1cc(Oc2ccccc2)c(Cl)c(C)c1I,4取代二苯醚
N#Cc1cccc(Oc2ccc(I)cc2Cl)c1F,4取代二苯醚
Clc1ccccc1Oc1cc(I)cc(Br)c1I,4取代二苯醚
Cc1ccc(Oc2cc(F)c(Br)cc2I)cc1,4取代二苯醚
N#Cc1cccc(F)c1Oc1cc(Br)ccc1O,4取代二苯醚
N#Cc1cc(Oc2cccc(-c3ccccc3)c2F)ccc1I,4取代二苯醚
COc1ccc(Oc2c(-c3ccccc3)cccc2-c2cccs2)c(O)c1,4取代二苯醚
COc1cccc(Oc2cc(-c3cccs3)ccc2C)c1I,4取代二苯醚
COc1c(O)cccc1Oc1cccc(O)c1C#N,4取代二苯醚
Fc1cc(Cl)cc(Oc2c(I)cccc2-c2cccs2)c1,4取代二苯醚
COc1cc(Oc2cccc(C#N)c2OC)ccc1F,4取代二苯醚
N#Cc1cc(Br)cc(Oc2ccc(F)cc2I)c1,4取代二苯醚
Cc1ccc(Oc2ccccc2C#N)c(Br)c1C,4取代二苯醚
COc1cc(-c2cccs2)c(I)c(Oc2ccccc2)c1OC,4取代二苯醚
Cc1ccc(Oc2ccc(-c3cccs3)c(C#N)c2)c(Br)c1,4取代二苯醚
COc1cc(Oc2cc(C)cc(-c3cccs3)c2)ccc1Cl,4取代二苯醚
Cc1cc(-c2cccs2)c(Oc2ccccc2)c(F)c1Br,4取代二苯醚
COc1c(C)cccc1Oc1cccc(Cl)c1I,4取代二苯醚
Fc1cc(Br)c(-c2cccs2)c(Oc2ccccc2)c1-c1ccccc1,4取代二苯醚
COc1c(F)cccc1Oc1ccc(F)cc1C,4取代二苯醚
Oc1cc(I)c(Cl)c(Oc2ccc(I)cc2)c1,4取代二苯醚
Fc1ccccc1Oc1c(F)ccc(Cl)c1Br,4取代二苯醚
COc1ccc(-c2cccs2)c(Oc2cccc(F)c2)c1Br,4取代二苯醚
Oc1ccc(Oc2ccc(O)c(F)c2F)cc1,4取代二苯醚
Oc1cc(Oc2cccc(-c3cccs3)c2)c(F)cc1Br,4取代二苯醚
Ic1cc(-c2ccccc2)c(Oc2ccccc2)c(-c2cccs2)c1-c1ccccc1,4取代二苯醚
N#Cc1cc(O)cc(I)c1Oc1ccccc1F,4取代二苯醚
COc1ccc(-c2ccccc2)cc1Oc1ccc(C)cc1C,4取代二苯醚
N#Cc1cccc(Cl)c1Oc1cc(O)cc(-c2ccccc2)c1,4取代二苯醚
Clc1ccc(Oc2cccc(Br)c2)c(-c2ccccc2)c1I,4取代二苯醚
N#Cc1ccc(Oc2cc(Br)c(-c3cccs3)c(C#N)c2)cc1,4取代二苯醚
COc1ccc(O)c(Oc2cc(F)ccc2O)c1,4取代二苯醚
Cc1cc(Br)ccc1Oc1c(I)cccc1-c1cccs1,4取代二苯醚
Fc1ccc(Oc2c(F)ccc(Cl)c2-c2cccs2)cc1,4取代二苯醚
N#Cc1cc(Oc2c(Br)cccc2-c2cccs2)ccc1Br,4取代二苯醚
COc1ccc(Oc2ccccc2O)c(I)c1O,4取代二苯醚
COc1cc(O)c(Oc2ccc(-c3cccs3)cc2)c(-c2ccccc2)c1,4取代二苯醚
Oc1cc(Cl)ccc1Oc1ccc(-c2ccccc2)cc1F,4取代二苯醚
COc1ccc(Oc2ccc(I)cc2)c(Br)c1F,4取代二苯醚
Cc1cc(Oc2cc(O)cc(O)c2)ccc1O,4取代二苯醚
COc1c(O)cc(Oc2cccc(Br)c2)cc1Br,4取代二苯醚
Fc1cc(Oc2ccc(Cl)cc2)cc(-c2cccs2)c1-c1cccs1,4取代二苯醚
COc1ccc(C#N)cc1Oc1cccc(-c2cccs2)c1O,4取代二苯醚
c1csc(-c2ccc(Oc3cccc(-c4cccs4)c3-c3cccs3)c(-c3cccs3)c2)c1,4取代二苯醚
COc1cc(I)cc(Br)c1Oc1ccc(F)cc1,4取代二苯醚
COc1ccccc1Oc1cc(-c2ccccc2)c(Br)cc1OC,4取代二苯醚
N#Cc1ccccc1Oc1cc(-c2cccs2)cc(O)c1-c1cccs1,4取代二苯醚
COc1cc(C#N)cc(Oc2cc(C)cc(Br)c2)c1,4取代二苯醚
COc1cc(C#N)ccc1Oc1cccc(-c2ccccc2)c1C,4取代二苯醚
Fc1c(Cl)cc(-c2ccccc2)cc1Oc1ccccc1Cl,4取代二苯醚
COc1cccc(C)c1Oc1cc(O)ccc1C#N,4取代二苯醚
Oc1ccc(Oc2ccc(Cl)c(-c3cccs3)c2)cc1O,4取代二苯醚
COc1c(C)ccc(-c2cccs2)c1Oc1cccc(Br)c1,4取代二苯醚
N#Cc1ccc(Oc2ccc(O)cc2)c(Br)c1F,4取代二苯醚
Oc1ccc(Oc2ccc(F)c(Br)c2F)cc1,4取代二苯醚
COc1cc(OC)c(Oc2ccccc2)c(-c2ccccc2)c1Br,4取代二苯醚
N#Cc1cc(F)cc(Oc2ccc(F)c(-c3ccccc3)c2)c1,4取代二苯醚
COc1cccc(Oc2c(-c3ccccc3)ccc(Br)c2C#N)c1,4取代二苯醚
Cc1c(Oc2ccccc2-c2cccs2)ccc(Br)c1O,4取代二苯醚
COc1cc(C#N)cc(F)c1Oc1cccc(Cl)c1,4取代二苯醚
COc1c(Oc2ccccc2)cc(Br)c(F)c1Br,4取代二苯醚
Cc1cc(C#N)c(-c2cccs2)c(Oc2ccc(-c3ccccc3)cc2)c1,4取代二苯醚
COc1cc(Oc2ccccc2Cl)c(F)c(-c2ccccc2)c1,4取代二苯醚
Cc1cccc(C#N)c1Oc1cc(Cl)cc(-c2ccccc2)c1,4取代二苯醚
N#Cc1cc(Cl)c(Oc2cccc(I)c2)cc1-c1ccccc1,4取代二苯醚
Cc1cc(Cl)cc(C)c1Oc1ccc(-c2ccccc2)cc1,4取代二苯醚
Clc1ccc(-c2ccccc2)c(I)c1Oc1ccc(I)cc1,4取代二苯醚
COc1cc(F)cc(Oc2ccc(C)cc2OC)c1,4取代二苯醚
Oc1ccc(Oc2cc(Br)cc(-c3ccccc3)c2)cc1-c1cccs1,4取代二苯醚
COc1cc(Oc2ccccc2-c2cccs2)cc(Br)c1C#N,4取代二苯醚
COc1ccc(Oc2cccc(C)c2)c(-c2cccs2)c1OC,4取代二苯醚
COc1cccc(Br)c1Oc1ccc(C#N)cc1-c1ccccc1,4取代二苯醚
N#Cc1c(Cl)cc(Br)cc1Oc1cccc(Br)c1,4取代二苯醚
Brc1ccc(Oc2cc(-c3ccccc3)c(-c3ccccc3)c(-c3cccs3)c2)cc1,4取代二苯醚
COc1cccc(Br)c1Oc1ccc(-c2ccccc2)c(Br)c1,4取代二苯醚
Cc1cccc(Oc2ccc(Cl)cc2Br)c1F,4取代二苯醚
Cc1cc(Cl)cc(Oc2ccc(C)c(I)c2)c1,4取代二苯醚
Cc1cc(Oc2cccc(O)c2)c(Br)cc1-c1cccs1,4取代二苯醚
COc1c(F)cccc1Oc1cccc(-c2cccs2)c1-c1cccs1,4取代二苯醚
COc1cccc(Oc2c(O)cccc2Br)c1C#N,4取代二苯醚
Cc1cc(Cl)c(Oc2ccc(Br)cc2)cc1F,4取代二苯醚
Cc1cc(O)cc(Oc2c(C)cccc2Cl)c1,4取代二苯醚
Cc1cc(-c2cccs2)cc(I)c1Oc1ccc(Br)cc1,4取代二苯醚
COc1ccc(Oc2cccc(Cl)c2C#N)cc1I,4取代二苯醚
COc1cc(-c2ccccc2)ccc1Oc1c(Cl)cccc1-c1cccs1,4取代二苯醚
Cc1cc(Br)c(I)c(Cl)c1Oc1ccccc1,4取代二苯醚
Fc1cc(Br)cc(Oc2cc(Br)cc(Br)c2)c1,4取代二苯醚
COc1cc(O)ccc1Oc1ccc(-c2ccccc2)cc1OC,4取代二苯醚
Cc1ccc(Oc2c(Br)ccc(Cl)c2Cl)cc1,4取代二苯醚
Oc1cc(-c2cccs2)c(Oc2ccccc2)c(Cl)c1F,4取代二苯醚
Cc1ccc(Oc2ccc(O)cc2)c(F)c1C#N,4取代二苯醚
COc1cc(C)c(Oc2ccc(O)cc2)cc1Cl,4取代二苯醚
Cc1ccc(Oc2cc(C#N)cc(-c3ccccc3)c2)c(I)c1,4取代二苯醚
N#Cc1ccc(I)c(Oc2ccc(O)cc2)c1Cl,4取代二苯醚
COc1cc(I)c(Oc2ccccc2)c(F)c1C#N,4取代二苯醚
COc1cc(Oc2cccc(C#N)c2)cc(Cl)c1-c1cccs1,4取代二苯醚
Clc1cccc(I)c1Oc1c(Br)cccc1-c1cccs1,4取代二苯醚
Oc1c(-c2cccs2)ccc(Oc2cccc(Br)c2)c1Br,4取代二苯醚
Fc1cc(I)c(Oc2cccc(Cl)c2)cc1-c1ccccc1,4取代二苯醚
COc1cc(Oc2ccc(C#N)cc2Cl)cc(-c2ccccc2)c1,4取代二苯醚
COc1cc(C)ccc1Oc1cc(Cl)cc(-c2ccccc2)c1,4取代二苯醚
COc1cccc(Oc2cc(Cl)c(I)cc2Br)c1,4取代二苯醚
Oc1cc(Oc2ccc(Br)c(I)c2)ccc1Br,4取代二苯醚
