组别,文献序号,添加剂,作用活性层,单/双添加剂（1/2）,添加剂类型,器件结构,SMILES,Voc,Jsc ,FF%,PCE,分子偶极矩/debye,MaxAbsEStateIndex,MaxEStateIndex,MinAbsEStateIndex,MinEStateIndex,qed,SPS,MolWt,HeavyAtomMolWt,ExactMolWt,NumValenceElectrons,NumRadicalElectrons,MaxPartialCharge,MinPartialCharge,MaxAbsPartialCharge,MinAbsPartialCharge,BCUT2D_MWHI,BCUT2D_MWLOW,BCUT2D_CHGHI,BCUT2D_CHGLO,BCUT2D_LOGPHI,BCUT2D_LOGPLOW,BCUT2D_MRHI,BCUT2D_MRLOW,AvgIpc,BalabanJ,BertzCT,Chi0,Chi0n,Chi0v,Chi1,Chi1n,Chi1v,Chi2n,Chi2v,Chi3n,Chi3v,Chi4n,Chi4v,HallKierAlpha,Ipc,Kappa1,Kappa2,Kappa3,LabuteASA,PEOE_VSA1,PEOE_VSA10,PEOE_VSA11,PEOE_VSA12,PEOE_VSA13,PEOE_VSA14,PEOE_VSA2,PEOE_VSA3,PEOE_VSA4,PEOE_VSA5,PEOE_VSA6,PEOE_VSA7,PEOE_VSA8,PEOE_VSA9,SMR_VSA1,SMR_VSA10,SMR_VSA2,SMR_VSA3,SMR_VSA4,SMR_VSA5,SMR_VSA6,SMR_VSA7,SMR_VSA8,SMR_VSA9,SlogP_VSA1,SlogP_VSA10,SlogP_VSA11,SlogP_VSA12,SlogP_VSA2,SlogP_VSA3,SlogP_VSA4,SlogP_VSA5,SlogP_VSA6,SlogP_VSA7,SlogP_VSA8,SlogP_VSA9,TPSA,EState_VSA1,EState_VSA10,EState_VSA11,EState_VSA2,EState_VSA3,EState_VSA4,EState_VSA5,EState_VSA6,EState_VSA7,EState_VSA8,EState_VSA9,VSA_EState1,VSA_EState10,VSA_EState2,VSA_EState3,VSA_EState4,VSA_EState5,VSA_EState6,VSA_EState7,VSA_EState8,VSA_EState9,FractionCSP3,HeavyAtomCount,NHOHCount,NOCount,NumAliphaticCarbocycles,NumAliphaticHeterocycles,NumAliphaticRings,NumAromaticCarbocycles,NumAromaticHeterocycles,NumAromaticRings,NumHAcceptors,NumHDonors,NumHeteroatoms,NumRotatableBonds,NumSaturatedCarbocycles,NumSaturatedHeterocycles,NumSaturatedRings,RingCount,MolLogP,MolMR,fr_Al_COO,fr_Al_OH,fr_Al_OH_noTert,fr_ArN,fr_Ar_COO,fr_Ar_N,fr_Ar_NH,fr_Ar_OH,fr_COO,fr_COO2,fr_C_O,fr_C_O_noCOO,fr_C_S,fr_HOCCN,fr_Imine,fr_NH0,fr_NH1,fr_NH2,fr_N_O,fr_Ndealkylation1,fr_Ndealkylation2,fr_Nhpyrrole,fr_SH,fr_aldehyde,fr_alkyl_carbamate,fr_alkyl_halide,fr_allylic_oxid,fr_amide,fr_amidine,fr_aniline,fr_aryl_methyl,fr_azide,fr_azo,fr_barbitur,fr_benzene,fr_benzodiazepine,fr_bicyclic,fr_diazo,fr_dihydropyridine,fr_epoxide,fr_ester,fr_ether,fr_furan,fr_guanido,fr_halogen,fr_hdrzine,fr_hdrzone,fr_imidazole,fr_imide,fr_isocyan,fr_isothiocyan,fr_ketone,fr_ketone_Topliss,fr_lactam,fr_lactone,fr_methoxy,fr_morpholine,fr_nitrile,fr_nitro,fr_nitro_arom,fr_nitro_arom_nonortho,fr_nitroso,fr_oxazole,fr_oxime,fr_para_hydroxylation,fr_phenol,fr_phenol_noOrthoHbond,fr_phos_acid,fr_phos_ester,fr_piperdine,fr_piperzine,fr_priamide,fr_prisulfonamd,fr_pyridine,fr_quatN,fr_sulfide,fr_sulfonamd,fr_sulfone,fr_term_acetylene,fr_tetrazole,fr_thiazole,fr_thiocyan,fr_thiophene,fr_unbrch_alkane,fr_urea,FpDensityMorgan1,FpDensityMorgan2,FpDensityMorgan3,fr_hdrzine,fr_hdrzone
A,18,BIT,PM6:L8-BO,1,溶液添加剂,ITO/PEDOT:PSS/PM6:L8-BO/PDINN/Ag,IC1=CC=C(Br)S1,0.888,26.53,78.88,18.53,0.22343203,3.345801852,3.345801852,1.205462963,1.205462963,0.64369908,9.428571429,288.935,286.919,287.8105312,38,0,0.070927359,-0.122195025,0.122195025,0.070927359,126.9127044,10.68730236,1.875499662,-1.672150851,2.221571928,-1.378346135,14.11216089,1.92870251,1.866819311,3.042002767,143.9783335,5.276020882,3.318877775,7.878869186,3.2876937,1.696896366,4.385140362,1.043618907,5.400821194,0.54040706,2.972700526,0.29222137,3.205325197,0.91,46.67048278,6.03642225,2.457568887,1.696265084,68.20115212,0,0,0,0,0,0,0,0,0,11.33678588,0,50.65354866,0,6.670293191,0,49.8576004,0,0,0,0,0,18.80302733,0,0,0,0,0,49.8576004,0,0,2.883877973,0,15.91914935,0,0,0,0,0,0,0,0,0,0,6.670293191,11.33678588,6.066367068,44.58718159,0,2.529050926,7.38087963,0,0,0,0,4.126736111,0,0,0,0,7,0,0,0,0,0,0,1,1,1,0,3,0,0,0,0,1,3.1152,44.736,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1.571428571,2.285714286,2.428571429,0,0
A,18,DBT,PM6:L8-BO,1,溶液添加剂,ITO/PEDOT:PSS/PM6:L8-BO/PDINN/Ag,BrC1=CC=C(Br)S1,0.895,25.68,75.07,17.23,0.22869925,3.320601852,3.320601852,1.166087963,1.166087963,0.654327183,9.428571429,241.935,239.919,239.8243953,38,0,0.07100281,-0.121246021,0.121246021,0.07100281,79.91976537,10.68649075,1.876406048,-1.671341504,2.254695359,-1.301723886,9.119102765,1.931539864,1.866819311,3.042002767,141.9783335,5.276020882,3.318877775,7.307367434,3.2876937,1.696896366,4.099389486,1.043618907,4.885870929,0.54040706,2.702464274,0.29222137,2.713006256,0.66,46.67048278,5.790548303,2.286403302,1.549857644,62.8068616,0,0,0,0,0,0,0,0,0,11.33678588,0,43.99262193,0,7.572830436,0,43.19667367,0,0,0,0,0,19.70556457,0,0,0,0,0,43.19667367,0,0,0,0,19.70556457,0,0,0,0,0,0,0,0,0,0,7.572830436,11.33678588,12.13273414,31.8598878,0,2.332175926,8.31712963,0,0,0,0,4.017361111,0,0,0,0,7,0,0,0,0,0,0,1,1,1,0,3,0,0,0,0,1,3.2731,39.719,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1.142857143,1.571428571,1.714285714,0,0
A,18,DIT,PM6:L8-BO,1,溶液添加剂,ITO/PEDOT:PSS/PM6:L8-BO/PDINN/Ag,IC1=CC=C(I)S1,0.892,25.53,77.29,17.6,0.18597095,2.314351852,2.314351852,1.362962963,1.362962963,0.639435195,9.428571429,335.935,333.919,335.7966671,38,0,0.066426385,-0.123144053,0.123144053,0.066426385,126.9137226,10.68811717,1.874592496,-1.672957618,2.18462398,-1.385120592,14.11417472,1.925918718,1.866819311,3.042002767,141.9783335,5.276020882,3.318877775,8.450370938,3.2876937,1.696896366,4.670891238,1.043618907,5.915771459,0.54040706,3.242936778,0.29222137,3.797648919,1.16,46.67048278,6.28254902,2.632006944,1.846821874,73.59544263,0,0,0,0,0,0,0,0,0,11.33678588,0,57.31447539,0,5.767755946,0,56.51852713,0,0,0,0,0,17.90049008,0,0,0,0,0,56.51852713,0,0,5.767755946,0,12.13273414,0,0,0,0,0,0,0,0,0,0,5.767755946,0,11.33678588,57.31447539,0,2.725925926,6.44462963,0,0,0,0,4.236111111,0,0,0,0,7,0,0,0,0,0,0,1,1,1,0,3,0,0,0,0,1,2.9573,49.753,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1.142857143,1.571428571,1.714285714,0,0
A,18,BIT,PM6:Y6-BO,1,溶液添加剂,ITO/PEDOT:PSS/PM6:Y6-BO/PDINN/Ag,IC1=CC=C(Br)S1,0.863,25.86,75.6,16.88,0.22343203,3.345801852,3.345801852,1.205462963,1.205462963,0.64369908,9.428571429,288.935,286.919,287.8105312,38,0,0.070927359,-0.122195025,0.122195025,0.070927359,126.9127044,10.68730236,1.875499662,-1.672150851,2.221571928,-1.378346135,14.11216089,1.92870251,1.866819311,3.042002767,143.9783335,5.276020882,3.318877775,7.878869186,3.2876937,1.696896366,4.385140362,1.043618907,5.400821194,0.54040706,2.972700526,0.29222137,3.205325197,0.91,46.67048278,6.03642225,2.457568887,1.696265084,68.20115212,0,0,0,0,0,0,0,0,0,11.33678588,0,50.65354866,0,6.670293191,0,49.8576004,0,0,0,0,0,18.80302733,0,0,0,0,0,49.8576004,0,0,2.883877973,0,15.91914935,0,0,0,0,0,0,0,0,0,0,6.670293191,11.33678588,6.066367068,44.58718159,0,2.529050926,7.38087963,0,0,0,0,4.126736111,0,0,0,0,7,0,0,0,0,0,0,1,1,1,0,3,0,0,0,0,1,3.1152,44.736,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1.571428571,2.285714286,2.428571429,0,0
A,18,DBT,PM6:Y6-BO,1,溶液添加剂,ITO/PEDOT:PSS/PM6:Y6-BO/PDINN/Ag,BrC1=CC=C(Br)S1,0.864,25.2,74.43,16.21,0.22869925,3.320601852,3.320601852,1.166087963,1.166087963,0.654327183,9.428571429,241.935,239.919,239.8243953,38,0,0.07100281,-0.121246021,0.121246021,0.07100281,79.91976537,10.68649075,1.876406048,-1.671341504,2.254695359,-1.301723886,9.119102765,1.931539864,1.866819311,3.042002767,141.9783335,5.276020882,3.318877775,7.307367434,3.2876937,1.696896366,4.099389486,1.043618907,4.885870929,0.54040706,2.702464274,0.29222137,2.713006256,0.66,46.67048278,5.790548303,2.286403302,1.549857644,62.8068616,0,0,0,0,0,0,0,0,0,11.33678588,0,43.99262193,0,7.572830436,0,43.19667367,0,0,0,0,0,19.70556457,0,0,0,0,0,43.19667367,0,0,0,0,19.70556457,0,0,0,0,0,0,0,0,0,0,7.572830436,11.33678588,12.13273414,31.8598878,0,2.332175926,8.31712963,0,0,0,0,4.017361111,0,0,0,0,7,0,0,0,0,0,0,1,1,1,0,3,0,0,0,0,1,3.2731,39.719,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1.142857143,1.571428571,1.714285714,0,0
A,18,DIT,PM6:Y6-BO,1,溶液添加剂,ITO/PEDOT:PSS/PM6:Y6-BO/PDINN/Ag,IC1=CC=C(I)S1,0.859,25.74,74.45,16.47,0.18597095,2.314351852,2.314351852,1.362962963,1.362962963,0.639435195,9.428571429,335.935,333.919,335.7966671,38,0,0.066426385,-0.123144053,0.123144053,0.066426385,126.9137226,10.68811717,1.874592496,-1.672957618,2.18462398,-1.385120592,14.11417472,1.925918718,1.866819311,3.042002767,141.9783335,5.276020882,3.318877775,8.450370938,3.2876937,1.696896366,4.670891238,1.043618907,5.915771459,0.54040706,3.242936778,0.29222137,3.797648919,1.16,46.67048278,6.28254902,2.632006944,1.846821874,73.59544263,0,0,0,0,0,0,0,0,0,11.33678588,0,57.31447539,0,5.767755946,0,56.51852713,0,0,0,0,0,17.90049008,0,0,0,0,0,56.51852713,0,0,5.767755946,0,12.13273414,0,0,0,0,0,0,0,0,0,0,5.767755946,0,11.33678588,57.31447539,0,2.725925926,6.44462963,0,0,0,0,4.236111111,0,0,0,0,7,0,0,0,0,0,0,1,1,1,0,3,0,0,0,0,1,2.9573,49.753,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1.142857143,1.571428571,1.714285714,0,0
A,19,BNS-H1,PM6:Y6,1,固体添加剂,ITO/PEDOT:PSS/PM6:Y6/PDINN/Ag,C1(SC2=CC=CC=C2N3C4=C5C(N6C7=C8C=CC=C7)=CC=C4)=C3C(B5C9=C6C(C8(C%10=CC=CC=C%10)C%11=CC=CC=C%11)=CC=C9)=CC=C1,0.845,27,76.3,17.4,1.16008551,2.582251276,2.582251276,0.11015852,-0.484444754,0.179674552,15.19148936,614.582,587.366,614.1988003,218,0,0.251701355,-0.310772191,0.310772191,0.251701355,32.16658257,9.32617187,2.519533753,-2.514819859,2.591988358,-2.623758946,7.994064175,0.731862769,3.141977708,1.293585495,2382.478268,30.69129472,25.46848302,26.2849796,23.35333985,16.32403303,17.14052961,12.82014906,13.90392601,10.68988604,11.80436536,9.029631082,10.12948263,-5.445064935,2.67664E+11,25.71399413,9.310199386,3.140217027,278.581161,9.799819462,0,0,0,6.712752285,0,0,0,0,0,139.1555934,75.04041816,26.85312578,22.47714929,0,68.98736466,0,0,0,15.20595742,9.799819462,186.0457168,0,0,26.18822924,34.12431765,0,11.76188495,6.712752285,5.414990469,0,22.25380597,173.5828778,0,0,0,6.48,5.414990469,0,0,6.712752285,0,0,82.55750035,0,11.76188495,173.5917303,0,0,1.892682389,7.732859442,0,16.50418197,0,61.17678435,0,0.11015852,0,0.023255814,47,0,2,0,4,4,7,0,7,3,0,4,2,0,0,0,11,8.9299,196.455,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,7,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.404255319,0.914893617,1.659574468,0,0
A,19,BNS-H1,PM6:BTP-eC9,1,固体添加剂,ITO/PEDOT:PSS/PM6:BTP-eC9/PDINN/Ag,C1(SC2=CC=CC=C2N3C4=C5C(N6C7=C8C=CC=C7)=CC=C4)=C3C(B5C9=C6C(C8(C%10=CC=CC=C%10)C%11=CC=CC=C%11)=CC=C9)=CC=C1,0.848,27.7,79.8,18.8,1.16008551,2.582251276,2.582251276,0.11015852,-0.484444754,0.179674552,15.19148936,614.582,587.366,614.1988003,218,0,0.251701355,-0.310772191,0.310772191,0.251701355,32.16658257,9.32617187,2.519533753,-2.514819859,2.591988358,-2.623758946,7.994064175,0.731862769,3.141977708,1.293585495,2382.478268,30.69129472,25.46848302,26.2849796,23.35333985,16.32403303,17.14052961,12.82014906,13.90392601,10.68988604,11.80436536,9.029631082,10.12948263,-5.445064935,2.67664E+11,25.71399413,9.310199386,3.140217027,278.581161,9.799819462,0,0,0,6.712752285,0,0,0,0,0,139.1555934,75.04041816,26.85312578,22.47714929,0,68.98736466,0,0,0,15.20595742,9.799819462,186.0457168,0,0,26.18822924,34.12431765,0,11.76188495,6.712752285,5.414990469,0,22.25380597,173.5828778,0,0,0,6.48,5.414990469,0,0,6.712752285,0,0,82.55750035,0,11.76188495,173.5917303,0,0,1.892682389,7.732859442,0,16.50418197,0,61.17678435,0,0.11015852,0,0.023255814,47,0,2,0,4,4,7,0,7,3,0,4,2,0,0,0,11,8.9299,196.455,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,7,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.404255319,0.914893617,1.659574468,0,0
A,20,CN*,PBz-ET:Y6,1,溶液添加剂,ITO/PEDOT:PSS/PBz-ET:Y6/MoO3/Ag,ClC1=CC=CC2=CC=CC=C21,0.71,98.86,69,15.8,0.83984914,5.957037037,5.957037037,0.822314815,0.822314815,0.55644797,10.27272727,162.619,155.563,162.0236279,54,0,0.048389036,-0.083664219,0.083664219,0.048389036,35.49569104,10.12844457,1.934419766,-1.966428521,2.214722752,-1.704476637,6.349799888,1.748124801,2.05595014,2.913161164,374.0344904,7.681798276,5.919416357,6.675345303,5.377010098,3.510349442,3.888313915,2.460971502,2.868171629,1.736428508,2.066016729,1.185882541,1.430724861,-1.01,505.7637346,6.684816447,2.554171088,1.099229702,70.41633388,0,0,0,0,0,0,0,0,0,0,47.9991423,11.45259128,10.40885753,0,0,22.37338832,0,0,0,0,0,47.48720279,0,0,0,0,0,11.60093989,0,0,0,0,42.46456948,5.022633314,10.77244843,0,0,0,0,0,0,0,10.40885753,5.386224214,0,30.33183534,12.13273414,11.60093989,0,5.957037037,0,3.13867284,0,0,14.01540123,0,0,0,0,11,0,0,0,0,0,2,0,2,0,0,1,0,0,0,0,2,3.4932,48.958,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.818181818,1.545454545,2.363636364,0,0
A,20,DPE,PBz-ET:Y6,1,溶液添加剂,ITO/PEDOT:PSS/PBz-ET:Y6/MoO3/Ag,C1(OC2=CC=CC=C2)=CC=CC=C1,0.65,97.98,65,13.5,1.67085466,5.578333333,5.578333333,0.869166667,0.869166667,0.670036385,9.538461538,170.211,160.131,170.0731649,64,0,0.126927749,-0.457384598,0.457384598,0.126927749,16.48049519,10.30635327,1.919851315,-2.031129692,2.188761331,-1.809828901,5.29659759,0.482496726,2.207941986,2.161475751,315.8986487,8.932875131,7.181750982,7.181750982,6.449489743,4.229615496,4.229615496,2.728167132,2.728167132,1.722112591,1.722112591,1.113155983,1.113155983,-1.76,1589.71823,7.866895638,3.764211048,2.089799938,77.60204256,4.736862954,11.49902367,0,0,0,0,0,0,0,0,36.39820241,24.26546827,0,0,4.736862954,0,0,0,0,0,0,60.66367068,0,11.49902367,4.736862954,0,11.49902367,0,0,0,0,0,60.66367068,0,0,0,9.23,0,0,0,0,0,11.49902367,0,0,60.66367068,0,4.736862954,5.578333333,0,0,0,0,1.738333333,19.51666667,0,0,0,0,13,0,1,0,0,0,2,0,2,1,0,1,2,0,0,0,2,3.4789,52.958,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.538461538,0.923076923,1.307692308,0,0
A,21,TeCB,D18-Cl:N3,1,固体添加剂,ITO/PEDOT: PSS/D18-Cl:N3/H75/Ag,ClC1=CC(Cl)=CC(Cl)=C1Cl,0.844,27.79,78.6,18.44,1.32549966,5.627098765,5.627098765,0.340493827,0.340493827,0.447415117,10,215.894,213.878,213.8910608,54,0,0.077903066,-0.084231473,0.084231473,0.077903066,35.50069414,10.35230304,2.027210376,-1.972466887,2.32081581,-1.706712044,6.485946514,1.700364336,1.823590004,3.310532875,232.9198834,7.723614639,4.66655843,7.690274214,4.609060905,2.410629484,3.922487376,1.683417189,3.312217696,0.948588326,2.363652805,0.524589395,1.45067597,0.38,153.1815603,8.476339114,3.18546695,1.701096486,78.64446803,0,0,0,0,0,0,0,0,0,0,46.40375956,12.13273414,5.022633314,15.06789994,0,46.40375956,0,0,0,0,0,32.22326739,0,0,0,0,0,46.40375956,0,0,0,0,12.13273414,20.09053325,0,0,0,0,0,0,0,20.09053325,0,12.13273414,0,0,0,46.40375956,0,22.45858025,0,1.574506173,0,0,3.078024691,0,0,0,0,10,0,0,0,0,0,1,0,1,0,0,4,0,0,0,0,1,4.3002,46.482,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.8,1.2,1.6,0,0
A,21,TeCB,PM6:Y6,1,固体添加剂,ITO/PEDOT: PSS/PM6:Y6/H75/Ag,ClC1=CC(Cl)=CC(Cl)=C1Cl,0.822,27.18,77.93,17.42,1.32549966,5.627098765,5.627098765,0.340493827,0.340493827,0.447415117,10,215.894,213.878,213.8910608,54,0,0.077903066,-0.084231473,0.084231473,0.077903066,35.50069414,10.35230304,2.027210376,-1.972466887,2.32081581,-1.706712044,6.485946514,1.700364336,1.823590004,3.310532875,232.9198834,7.723614639,4.66655843,7.690274214,4.609060905,2.410629484,3.922487376,1.683417189,3.312217696,0.948588326,2.363652805,0.524589395,1.45067597,0.38,153.1815603,8.476339114,3.18546695,1.701096486,78.64446803,0,0,0,0,0,0,0,0,0,0,46.40375956,12.13273414,5.022633314,15.06789994,0,46.40375956,0,0,0,0,0,32.22326739,0,0,0,0,0,46.40375956,0,0,0,0,12.13273414,20.09053325,0,0,0,0,0,0,0,20.09053325,0,12.13273414,0,0,0,46.40375956,0,22.45858025,0,1.574506173,0,0,3.078024691,0,0,0,0,10,0,0,0,0,0,1,0,1,0,0,4,0,0,0,0,1,4.3002,46.482,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.8,1.2,1.6,0,0
A,21,TeCB,D18:L8-BO,1,固体添加剂,ITO/PEDOT: PSS/D18:L8-BO/H75/Ag,ClC1=CC(Cl)=CC(Cl)=C1Cl,0.87,27.79,80.67,19.16,1.32549966,5.627098765,5.627098765,0.340493827,0.340493827,0.447415117,10,215.894,213.878,213.8910608,54,0,0.077903066,-0.084231473,0.084231473,0.077903066,35.50069414,10.35230304,2.027210376,-1.972466887,2.32081581,-1.706712044,6.485946514,1.700364336,1.823590004,3.310532875,232.9198834,7.723614639,4.66655843,7.690274214,4.609060905,2.410629484,3.922487376,1.683417189,3.312217696,0.948588326,2.363652805,0.524589395,1.45067597,0.38,153.1815603,8.476339114,3.18546695,1.701096486,78.64446803,0,0,0,0,0,0,0,0,0,0,46.40375956,12.13273414,5.022633314,15.06789994,0,46.40375956,0,0,0,0,0,32.22326739,0,0,0,0,0,46.40375956,0,0,0,0,12.13273414,20.09053325,0,0,0,0,0,0,0,20.09053325,0,12.13273414,0,0,0,46.40375956,0,22.45858025,0,1.574506173,0,0,3.078024691,0,0,0,0,10,0,0,0,0,0,1,0,1,0,0,4,0,0,0,0,1,4.3002,46.482,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.8,1.2,1.6,0,0
A,22,p-IBrPh,PM6:Y6,1,固体添加剂,ITO/PEDOT:PSS/PM6:Y6/PDINN/Ag,IC1=CC=C(Br)C=C1,0.847,25.74,77.52,16.89,0.08651126,3.342083333,3.342083333,1.136959259,1.136959259,0.641842915,9.25,282.906,278.874,281.8541102,42,0,0.017549116,-0.050838414,0.050838414,0.017549116,126.9127043,10.37517255,1.824335842,-1.864481338,2.106390088,-1.65044114,14.11191555,1.603059237,1.769973094,3.032455532,147.3883389,5.983127663,4.065330023,7.808824853,3.7876937,2.199331678,4.071079093,1.43643578,3.597743528,0.803543161,2.051374772,0.429549359,1.053465164,0.43,70.79892376,6.548623962,2.823853375,1.742777784,70.56078885,0,0,0,0,0,0,0,0,0,0,15.9299439,46.8563389,8.042901787,0,0,38.52081453,0,0,0,0,0,32.30837006,0,0,0,0,0,38.52081453,0,0,3.570182271,0,28.73818779,0,0,0,0,0,0,0,0,0,4.472719516,3.570182271,0,12.13273414,50.65354866,0,2.406218519,5.617716667,0,0,0,0,8.179398148,0,0,0,0,8,0,0,0,0,0,1,0,1,0,0,2,0,0,0,0,1,3.0537,46.859,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.125,1.625,2,0,0
A,22,p-IBrPh-d4,PM6:Y6,1,固体添加剂,ITO/PEDOT:PSS/PM6:Y6/PDINN/Ag,IC1=C([2H])C([2H])=C(Br)C([2H])=C1[2H],0.845,26.43,78.17,17.46,0.07286715,7.394074074,7.394074074,0.003217593,-0.027407407,0.643280785,16.25,286.9304071,278.874,285.8792172,42,0,0.063496886,-0.050838414,0.063496886,0.050838414,126.9127043,1.9041333,2.098587833,-2.123310165,2.319677546,-1.938290401,14.11192637,0.430187902,2.081571824,3.603567451,233.8128652,9.464101615,7.755928946,7.499423776,5.464101615,3.877964473,3.749711888,1.127964473,2.999711888,0.563982237,1.499855944,0.281991118,0.749927972,0.43,416.3143648,3.012055326,2.823853375,1.742777784,76.18067085,0,0,0,0,0,0,0,0,0,0,15.9299439,46.76054546,8.042901787,5.483034225,5.483034225,38.52081453,0,0,0,0,0,32.21257662,0,0,0,0,0,38.52081453,0,0,3.570182271,5.483034225,28.64239435,0,0,0,0,0,0,0,28.64239435,3.570182271,0,0,22.59087063,0,15.9299439,5.483034225,30.12083148,4.797548148,0,0,0,0,-0.04837963,0,0,0,0,8,0,0,0,0,0,1,0,1,0,0,2,0,0,0,0,1,3.0537,46.859,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.375,1.875,2.375,0,0
