SMILES,Core_type,SAscore,PC1,PC2
COc1cc(F)cc(C#N)c1Cl,0,2.3334492537155302,4.7024364,19.3408
N#Cc1cc(C#N)cc(-c2cccs2)c1,0,2.337732045458658,1.7541572,-2.5387604
COc1c(F)cc(F)c(F)c1Cl,0,2.4008174919289296,5.0719295,17.33627
Cc1cc(C#N)cc(Cl)c1-c1cccs1,0,2.337156195726994,2.1919682,-3.2213461
Clc1ccc(-c2cccs2)cc1,0,1.5427468361331125,1.491894,-1.7311592
N#Cc1cc(I)ccc1Br,0,2.6450078282139757,4.7633343,20.270233
COc1c(C)ccc(F)c1C,0,1.8421425113635423,6.18569,17.41661
Cc1cc(Cl)c(Br)cc1C#N,0,2.4269324317879466,4.629167,20.434055
COc1ccc(OC)c(Br)c1,0,1.4899787978356915,5.811417,18.107317
Cc1ccc(C#N)cc1-c1cccs1,0,2.006657508769061,2.1386464,-2.7616158
Cc1cc(I)c(Cl)cc1C#N,0,2.624779646642057,4.675323,20.369316
COc1ccc(I)c(C#N)c1F,0,2.5983175229463,4.551194,18.928211
N#Cc1cc(-c2cccs2)c(C#N)cc1Br,0,2.7002130907329462,2.5028782,-2.7922401
COc1cc(Cl)cc(C#N)c1OC,0,2.0773659038549805,4.8198214,19.246546
Fc1cc(F)cc(F)c1,0,1.5959916748480598,7.241087,18.61039
COc1c(C)cc(I)cc1F,0,2.261628453008104,5.4645276,17.578785
N#Cc1cc(-c2cccs2)cc(F)c1Br,0,2.520851800122598,1.8627808,-2.6680052
Cc1c(I)ccc(Br)c1C#N,0,2.869679911894046,4.5382094,19.979588
COc1c(F)c(Cl)c(F)c(Br)c1Br,0,2.986288701057777,4.851455,17.261507
COc1cc(C)cc(Cl)c1,0,1.634515520521667,6.1119637,18.75699
COc1ccc(I)c(-c2cccs2)c1C,0,2.308303448474245,2.902432,-1.0592138
COc1ccc(OC)c(Cl)c1,0,1.3547157209126155,5.7589903,18.100851
Fc1c(Br)c(Cl)c(I)c(-c2cccs2)c1I,0,3.230717706117562,2.0434995,-0.38779128
Cc1ccc(-c2cccs2)c(C)c1Cl,0,2.092292420011665,2.0883095,-1.0725346
Cc1ccc(F)cc1,0,1.0501132254198158,7.1244173,18.514183
Fc1ccc(Br)cc1Br,0,1.7739606995332498,7.135814,18.29357
Cc1cccc(-c2cccs2)c1-c1cccs1,0,2.1195435049174787,2.240614,-0.8427364
COc1cccc(Cl)c1OC,0,1.4846618747587677,6.168236,17.107328
COc1c(C)c(-c2cccs2)c(C#N)c(I)c1Cl,0,2.938791564139482,3.249331,-3.6274157
Cc1cccc(C#N)c1C#N,0,2.2911818747587684,5.205507,20.107466
Brc1ccc(Br)c(I)c1,0,2.370920314917864,6.920603,18.254917
COc1ccc(F)c(I)c1F,0,2.4070226174643388,5.68716,17.32674
N#Cc1cccc(Cl)c1,0,1.6728710841486336,6.240658,19.889172
Cc1ccc(-c2cccs2)cc1I,0,2.0719150098840853,1.5279753,-1.7916743
COc1cc(-c2cccs2)c(I)c(-c2cccs2)c1C,0,2.589287455310465,3.0097275,-1.2259144
Cc1c(Cl)ccc(I)c1-c1cccs1,0,2.373035615277937,2.191695,-0.43627545
Cc1c(Br)ccc(F)c1I,0,2.6282829761429696,7.0436854,17.553968
COc1cc(-c2cccs2)c(Cl)c(C)c1F,0,2.441650573250429,3.3506126,-1.3221495
N#Cc1cccc(F)c1,0,1.6975504687640193,6.2730184,19.796417
COc1c(C)cc(Br)cc1C,0,1.8278905219736217,5.5881333,17.585604
Clc1ccc(I)cc1,0,1.583246791853382,6.886854,18.456448
COc1cc(Cl)ccc1Cl,0,1.4448693666755137,5.483856,18.041288
N#Cc1cc(F)ccc1Cl,0,1.9122796230857693,4.948268,20.549726
Cc1ccc(I)c(F)c1,0,2.0023530072255564,6.9264402,18.358044
N#Cc1c(F)cccc1Br,0,2.2436180846242326,5.2465544,20.163572
N#Cc1cc(Br)cc(Cl)c1C#N,0,2.6928261767924546,4.8830705,20.569635
COc1ccc(Br)cc1,0,1.1976046226101715,6.084081,18.379433
Cc1cc(F)ccc1I,0,1.9692606995332491,6.9793167,18.319519
N#Cc1c(I)ccc(I)c1-c1cccs1,0,2.860415536386334,2.5347447,-3.4463472
Clc1cccc(Br)c1Cl,0,1.899551084148632,7.2975945,17.446527
N#Cc1cc(I)cc(C#N)c1C#N,0,3.172565024734101,4.88703,20.29735
c1ccc(-c2cccs2)cc1,0,1.4270241125210053,1.3680888,-1.76908
COc1cc(Cl)cc(C#N)c1,0,1.9395264901433844,5.96166,19.409027
Cc1cc(F)ccc1Cl,0,1.4556433918409404,7.239108,18.395
COc1cc(C)cc(C)c1,0,1.452187315393461,6.1172385,18.754496
COc1c(F)c(Br)cc(Br)c1F,0,2.705723199124959,5.3607173,17.290724
COc1c(Br)c(-c2cccs2)c(OC)c(-c2cccs2)c1-c1cccs1,0,2.8027297971559677,3.1665425,-0.5251269
COc1c(C)c(I)cc(-c2cccs2)c1Cl,0,2.714337985837842,3.0489087,-1.1479393
Clc1ccc(Br)c(Cl)c1,0,1.6767780072255576,7.2891593,18.24338
COc1cc(I)c(C)cc1Br,0,2.1999509994272035,5.388038,17.815756
Cc1cc(C#N)c(F)cc1I,0,2.5359732805943125,4.529582,20.224546
COc1c(C)c(C)c(F)c(I)c1-c1cccs1,0,2.734216414616476,2.982341,-0.30124918
COc1ccc(OC)c(OC)c1,0,1.242926176792453,5.851492,18.218695
COc1cc(Cl)cc(Br)c1,0,1.828889879496028,6.1555,18.807837
N#Cc1c(I)cc(I)c(F)c1C#N,0,3.35345513462421,4.5212703,19.749516
Cc1c(Br)c(Cl)c(Br)c(-c2cccs2)c1C#N,0,2.999346180502764,2.7668648,-3.727346
Fc1ccccc1F,0,1.1952146240212116,7.2814174,17.682661
COc1c(F)c(F)c(Br)c(Br)c1Br,0,2.8115880017570785,4.8926497,17.209732
Fc1c(Br)ccc(-c2cccs2)c1Cl,0,2.37532200581048,1.7786388,-0.9153286
COc1c(F)cc(-c2cccs2)cc1I,0,2.347577074847873,2.194794,-1.8804846
COc1cc(C#N)cc(I)c1I,0,2.718121369100144,5.6938453,19.455544
COc1c(Br)cc(Cl)c(C)c1C,0,2.2026075663706166,5.360189,17.5008
Cc1ccc(I)c(-c2cccs2)c1,0,2.1437578373269144,2.1078494,-1.2385463
COc1cc(-c2cccs2)c(Cl)cc1C,0,1.9828463056171035,3.2544162,-1.5208317
COc1cc(C#N)cc(C#N)c1OC,0,2.2786396950038785,5.2272353,19.405134
Cc1cc(C#N)c(F)cc1Br,0,2.27386081375081,4.483677,20.212315
Cc1c(Cl)cc(-c2cccs2)cc1C#N,0,2.3573814704522693,1.9306656,-2.7443538
COc1cccc(I)c1I,0,2.3375719307780773,6.1153617,17.45198
COc1c(Cl)c(C)c(I)c(Br)c1I,0,3.278925064694141,4.8461866,17.19004
COc1c(C)c(C#N)c(OC)c(C)c1C#N,0,2.954711112710969,4.153607,19.229603
N#Cc1cc(Cl)cc(I)c1,0,2.610571930778079,6.183687,19.802614
Cc1cc(C#N)c(F)cc1C#N,0,2.459336753715529,4.506322,20.266434
N#Cc1c(Cl)c(-c2cccs2)cc(I)c1Br,0,2.9721565173063738,2.4225447,-3.2103062
COc1cc(-c2cccs2)c(Br)c(C)c1Cl,0,2.3839530208028776,3.2287304,-1.2905185
N#Cc1cc(-c2cccs2)ccc1F,0,2.074302893384445,1.8551351,-2.652241
COc1cc(C)c(I)c(OC)c1OC,0,2.201048153259705,5.5141563,17.736044
COc1cc(Br)c(Cl)cc1Br,0,2.091072484838344,5.395954,17.836681
N#Cc1c(I)cc(-c2cccs2)c(C#N)c1Br,0,3.038739576930573,2.5284216,-3.1490822
N#Cc1ccc(I)cc1,0,1.9490464687640188,6.190417,19.972395
N#Cc1cc(F)cc(I)c1,0,2.545315520521667,6.171306,19.818281
COc1cc(C#N)c(Cl)c(C)c1I,0,2.806507623311992,4.7118273,19.324406
COc1cc(Br)cc(I)c1OC,0,2.1226415614078373,5.6180034,17.980837
COc1cc(C#N)c(C)c(OC)c1,0,2.148479750008826,4.9985414,19.20606
Cc1c(Br)c(Br)cc(F)c1-c1cccs1,0,2.609632180717613,1.9612567,-0.319984
COc1ccc(C#N)c(F)c1C,0,2.229685311407838,4.6998434,19.235762
Ic1ccccc1I,0,2.2476985401051284,6.975856,17.678112
N#Cc1c(Br)ccc(F)c1-c1cccs1,0,2.5002276242984216,2.4474483,-3.6331775
Cc1ccc(F)c(I)c1,0,2.001856853379403,6.869447,18.393776
COc1ccc(Br)cc1C,0,1.4769103923165403,5.805139,17.942787
Fc1cccc(F)c1,0,1.2948251135317026,7.161197,18.660805
N#Cc1cc(Cl)c(Cl)cc1C#N,0,2.3926502152539904,4.8897433,20.531643
COc1ccc(-c2cccs2)c(Cl)c1,0,1.7670636626152163,2.686086,-1.5365152
COc1cc(I)ccc1Br,0,2.089674494880642,5.63735,17.94636
COc1c(Br)cc(C)c(C#N)c1C#N,0,2.662387030598584,4.2210274,19.165972
COc1cc(C)c(-c2cccs2)c(OC)c1,0,1.9972377061175628,2.8084497,-1.295286
Brc1cc(-c2cccs2)ccc1-c1cccs1,0,2.1436164279944023,1.6858197,-1.6601363
Cc1ccc(C)c(-c2cccs2)c1Br,0,2.235600112319357,2.16581,-0.46591198
Cc1c(F)c(Cl)c(Br)c(C)c1I,0,3.3380569460232223,4.5916033,17.333841
Cc1cc(Br)c(-c2cccs2)c(C#N)c1,0,2.444371580342379,2.338022,-3.2240334
COc1ccc(I)cc1Br,0,1.987346289752436,5.561953,17.950836
Fc1cc(Br)c(-c2cccs2)c(Br)c1,0,2.3268427158696525,1.6432903,-0.538769
Cc1cccc(I)c1,0,1.7894411974477862,6.912251,18.611944
N#Cc1ccccc1-c1cccs1,0,1.919773353247692,2.2641559,-2.7350347
Cc1cc(C#N)c(C#N)c(C#N)c1-c1cccs1,0,2.813819118299607,2.3419716,-3.512578
Cc1c(F)c(Cl)c(I)c(-c2cccs2)c1Cl,0,2.96665223205674,2.4771352,-0.335114
COc1ccc(Cl)cc1,0,1.0490464687640184,6.160602,18.42009
COc1cccc(OC)c1Cl,0,1.6062587978356897,6.116563,17.188726
N#Cc1ccc(Br)c(Br)c1F,0,2.690267179798555,4.909694,20.448952
Cc1c(F)c(I)c(I)c(C)c1C#N,0,3.40004534441442,4.0956793,19.710514
Cc1c(F)ccc(-c2cccs2)c1Cl,0,2.2018048460471675,1.9049895,-1.0128268
Cc1cc(F)c(F)cc1C#N,0,2.174197153273356,4.534217,20.259743
Cc1cc(C)c(I)c(I)c1,0,2.551814928805692,6.683105,18.676065
Cc1cc(C)c(C#N)cc1C#N,0,2.3991708883309144,4.6192584,20.28146
Cc1c(F)cc(I)c(Cl)c1-c1cccs1,0,2.784613794226056,2.2213552,-0.42984098
COc1c(C)cccc1Cl,0,1.622951417957566,6.3053904,17.160109
COc1cc(C#N)ccc1I,0,2.1521895670664595,5.683055,19.530024
COc1c(Br)c(F)c(F)c(Br)c1Br,0,2.9781362535053297,4.916318,17.240595
N#Cc1cc(Cl)ccc1Br,0,2.1542950077011547,4.9706087,20.555016
Cc1ccc(F)c(Br)c1Cl,0,2.3647800175630884,7.099946,17.930006
Fc1cccc(Br)c1-c1cccs1,0,2.079724989094066,1.5749202,-0.5327142
Cc1c(I)c(F)c(-c2cccs2)c(I)c1I,0,3.2124987436846464,2.612424,-0.26224497
Brc1c(-c2cccs2)ccc(-c2cccs2)c1I,0,2.608018088713809,1.804001,-1.0278016
COc1c(Br)c(-c2cccs2)c(-c2cccs2)c(Br)c1OC,0,2.732704002348047,3.1439753,-0.6705859
COc1cc(I)c(Br)cc1F,0,2.326633758047892,5.3274117,17.575811
COc1c(Br)c(C)c(I)c(Br)c1C#N,0,3.246857508769061,4.0021305,19.255901
Fc1cccc(I)c1Cl,0,2.306564545687096,7.3078656,17.564056
Brc1cc(Br)c(I)c(I)c1,0,2.933713153657763,6.9462247,18.461916
COc1c(Br)ccc(C#N)c1C#N,0,2.5647228269319022,4.4972615,19.43683
COc1c(I)cc(-c2cccs2)cc1C#N,0,2.513400783040641,2.322168,-2.449612
COc1cccc(-c2cccs2)c1-c1cccs1,0,2.1021866886914804,2.9578903,-1.2854398
Fc1ccc(I)c(Cl)c1,0,2.0791587764563264,7.1653185,18.24447
COc1cc(I)c(Cl)c(I)c1Br,0,3.113894415005852,5.3501177,17.86298
COc1cc(F)c(C)cc1-c1cccs1,0,1.9890078440786425,3.2696207,-1.5093745
Cc1cc(I)c(I)c(-c2cccs2)c1Cl,0,2.8222787097982884,2.2683506,-0.42214203
Cc1cccc(I)c1C,0,1.988997237994788,7.001561,17.562273
Clc1cc(Br)cc(-c2cccs2)c1,0,2.071450976620051,1.546231,-1.7404853
Cc1cc(C)c(Br)c(F)c1,0,2.145776467267229,7.145342,18.505903
COc1cc(-c2cccs2)c(Cl)cc1F,0,2.020217734188533,3.3092954,-1.5545143
Cc1cc(Cl)c(Cl)cc1I,0,2.1554421477406027,6.8990216,18.368998
COc1ccc(F)cc1C#N,0,1.7766772593741536,4.8415055,19.375753
Clc1cc(Cl)cc(I)c1,0,2.4223818533794024,6.987105,18.772284
Clc1cc(Br)cc(I)c1,0,2.6046664687640195,6.888587,18.83762
COc1c(I)c(C)c(Br)c(F)c1I,0,3.339063526232602,4.765423,17.192331
Fc1cc(-c2cccs2)c(-c2cccs2)cc1Br,0,2.3748435325007904,1.7079775,-1.0466603
Cc1cc(-c2cccs2)c(-c2cccs2)c(Br)c1-c1cccs1,0,2.647697293065683,2.36265,-0.75273484
COc1c(Br)c(I)c(C#N)c(F)c1-c1cccs1,0,3.0467096175146784,3.3076103,-3.517096
COc1cc(I)ccc1I,0,2.3296898794960264,5.6612043,18.207401
Cc1cc(F)cc(-c2cccs2)c1,0,1.9439353841044584,1.5107163,-1.7859044
Fc1cc(Br)cc(-c2cccs2)c1,0,2.043840997410074,1.442551,-1.8084884
Cc1c(C)c(I)c(Br)c(C#N)c1Br,0,3.276483106652183,4.119675,19.757473
COc1cc(I)cc(-c2cccs2)c1,0,2.1457490472305984,1.9133776,-1.905653
COc1cc(-c2cccs2)cc(C#N)c1C,0,2.3057207830406394,2.3453238,-2.4062421
COc1cc(-c2cccs2)c(I)cc1I,0,2.5169814704522686,3.12198,-1.535247
COc1ccc(C#N)c(-c2cccs2)c1,0,2.052935981057942,2.7107058,-2.4553177
COc1cc(C)c(I)cc1F,0,2.125625800488212,5.3467207,17.674501
COc1cccc(C)c1I,0,1.965736033342182,6.175066,17.362438
COc1cc(OC)c(OC)c(I)c1C,0,2.300830273841827,5.493558,17.601841
Fc1c(Br)cccc1-c1cccs1,0,2.1012950514641275,1.6280296,-0.99863267
N#Cc1cccc(I)c1,0,2.12951169953325,6.263604,19.879616
COc1c(I)c(F)c(C)c(-c2cccs2)c1OC,0,2.7281209204974086,2.9611213,-0.31204307
Brc1ccc(Br)cc1,0,1.4158971415037307,6.9768457,18.439394
COc1c(Br)c(Br)c(I)c(I)c1C#N,0,3.4214959703075225,3.9996498,19.17227
N#Cc1c(Cl)c(I)c(-c2cccs2)c(Br)c1-c1cccs1,0,3.06369916150127,2.760231,-3.7583265
Cc1c(-c2cccs2)cc(-c2cccs2)c(I)c1-c1cccs1,0,2.7572617017912844,2.3791366,-0.9032249
N#Cc1cc(C#N)c(C#N)cc1Cl,0,2.6306661236352,4.862836,20.582817
COc1ccc(F)cc1F,0,1.3870898794960276,5.6852326,17.529974
COc1c(I)cccc1-c1cccs1,0,2.1906867395382914,2.8737662,-1.3668705
N#Cc1cc(Cl)cc(Br)c1Br,0,2.6247557739630114,4.794762,20.555492
Cc1cc(C)cc(F)c1,0,1.7162972379947874,7.1710253,18.635603
COc1c(C)ccc(C)c1C,0,1.6163212912043914,6.2099133,17.405699
COc1cccc(OC)c1,0,1.1727984875546351,6.068748,18.602867
COc1cccc(Br)c1Cl,0,1.9177565461626929,6.0715294,17.107841
N#Cc1cc(I)cc(-c2cccs2)c1,0,2.449235970307523,1.7359829,-2.5103502
N#Cc1cc(I)c(I)c(-c2cccs2)c1Cl,0,3.057694279544136,2.5167873,-3.437765
Fc1cc(-c2cccs2)c(F)cc1Cl,0,2.069478218828232,1.8812413,-0.88530874
COc1c(Br)c(C)c(-c2cccs2)c(OC)c1C#N,0,2.805543322222741,3.2237525,-3.6143215
COc1c(-c2cccs2)cc(Br)c(Br)c1Br,0,2.6011960277958845,2.9365823,-1.1936321
Cc1c(F)c(C#N)c(Cl)c(-c2cccs2)c1I,0,3.060805043379018,2.80694,-3.857895
COc1ccc(F)c(C#N)c1,0,1.8315495670664603,5.192374,19.174763
N#Cc1ccc(F)cc1,0,1.518962776456327,6.1769476,19.93733
Cc1c(C)c(Cl)c(F)c(I)c1C,0,2.8706338691001463,4.6100726,17.334124
COc1c(Br)cc(I)c(Br)c1C,0,2.7864239435418323,5.2914796,17.42376
N#Cc1c(F)c(Br)c(Br)c(Br)c1I,0,3.40612506469414,3.9009733,19.640373
COc1c(F)c(Br)c(C#N)c(C#N)c1F,0,3.014760337738828,3.9737768,19.164408
COc1cc(Br)c(C)cc1Cl,0,1.8183557739630127,5.5032735,17.914536
Cc1c(C#N)ccc(I)c1Br,0,2.865139328339671,4.828712,19.999748
COc1cc(Br)c(Cl)c(-c2cccs2)c1,0,2.307508942979741,2.846408,-1.5252963
Cc1c(Cl)c(Br)c(C)c(I)c1I,0,3.5030523306386057,4.6010714,17.33451
Cc1cccc(Br)c1C#N,0,2.246505264111411,5.1546655,20.090292
Cc1c(I)c(Cl)cc(Br)c1C#N,0,3.113014514261436,4.512124,20.008718
Brc1ccc(I)cc1,0,1.7520628757694643,6.874277,18.439869
COc1cc(I)c(-c2cccs2)cc1I,0,2.5609990528698496,3.046252,-1.5845958
COc1cc(Br)c(I)c(C)c1Cl,0,2.6730373430455536,5.3019185,17.864851
COc1cccc(F)c1,0,1.254268622610173,6.272739,18.426895
COc1ccc(-c2cccs2)c(Br)c1,0,1.9208944318459835,2.7467268,-1.4755673
Fc1cccc(F)c1Br,0,2.025897237994787,7.0899506,17.520792
COc1cc(I)c(Cl)c(C#N)c1,0,2.7031675229462984,4.9093637,19.383062
COc1c(Cl)c(I)c(C#N)c(OC)c1Br,0,3.093466846614568,4.01233,19.169704
N#Cc1cc(Cl)cc(-c2cccs2)c1,0,2.152114816461369,1.7155838,-2.5245216
COc1c(C)cc(C)c(Br)c1Cl,0,2.390669601110071,5.1986985,17.404648
COc1cccc(-c2cccs2)c1C,0,1.8514940472305987,2.8681436,-1.3921523
Brc1ccccc1-c1cccs1,0,1.780568374594651,1.7244332,-1.1150453
N#Cc1cc(I)c(F)c(C#N)c1,0,2.945094446023223,5.7740993,20.073221
Cc1c(Br)cc(Cl)c(I)c1C,0,2.761231105527999,6.914279,18.28097
COc1c(C)cc(-c2cccs2)c(-c2cccs2)c1Br,0,2.542314985674839,3.0329485,-0.7571037
Cc1c(F)cc(Br)cc1-c1cccs1,0,2.228808396343025,1.8949069,-1.2078115
Cc1cc(I)cc(C#N)c1,0,2.499746289752437,6.101621,19.755308
N#Cc1cc(-c2cccs2)cc(-c2cccs2)c1,0,2.274461579838068,1.6926345,-2.5414233
Cc1ccc(Cl)c(F)c1,0,1.495335699533248,7.2000995,18.437338
N#Cc1cc(Cl)c(-c2cccs2)cc1I,0,2.6260858660566626,2.438812,-2.8561366
Cc1cc(F)c(F)c(F)c1,0,1.8362030944861656,7.0987134,18.46426
COc1c(C)cc(-c2cccs2)cc1F,0,2.0867682836390813,2.035584,-1.7945088
Cc1cc(Cl)ccc1Br,0,1.595028007225558,7.276984,18.21239
N#Cc1cc(I)c(Br)c(F)c1F,0,3.10346066810759,4.7704196,20.206293
COc1c(Cl)cccc1Br,0,1.819833469239617,6.325161,17.002262
Clc1ccc(Cl)c(I)c1,0,2.004435699533248,7.1097245,18.31464
Fc1cc(I)c(-c2cccs2)cc1-c1cccs1,0,2.486597970370612,1.7556938,-1.030528
COc1cc(Cl)c(-c2cccs2)cc1C,0,1.971166085836883,3.2215111,-1.5182879
N#Cc1c(Br)cccc1-c1cccs1,0,2.351118662615216,2.380547,-3.0866222
Brc1cccc(I)c1,0,2.000110428217017,6.841875,18.77069
Cc1c(I)c(Cl)c(I)c(-c2cccs2)c1C#N,0,3.203766581840556,2.851532,-3.8307364
COc1c(Br)ccc(-c2cccs2)c1-c1cccs1,0,2.3864536987692717,2.9105647,-1.2367289
N#Cc1cc(-c2cccs2)cc(I)c1C#N,0,2.7986838599637167,1.9231964,-2.5746148
COc1c(C#N)cc(Cl)c(C)c1F,0,2.593594501140048,4.3715405,19.412743
N#Cc1ccccc1F,0,1.6874981610717086,5.28873,20.319263
Fc1cc(F)c(Br)c(F)c1Br,0,2.760237149484043,7.031478,18.552273
COc1c(Cl)c(C)c(OC)c(OC)c1C#N,0,2.6569232006230568,4.0165195,19.197819
Cc1ccc(Cl)c(Cl)c1,0,1.359804930302479,7.068062,18.448107
Fc1cc(Cl)c(Br)c(Br)c1,0,2.3944320885690047,7.4118075,18.503029
Cc1ccc(-c2cccs2)c(-c2cccs2)c1,0,2.072217351071325,2.1997893,-1.2441033
N#Cc1ccc(-c2cccs2)cc1-c1cccs1,0,2.2592229731617266,1.8550231,-2.6322079
COc1c(Br)c(Br)c(C#N)c(OC)c1-c1cccs1,0,2.876004268968304,3.1846998,-3.5272093
Fc1cc(Cl)cc(I)c1,0,2.4244414687640177,7.139638,18.842655
COc1c(Br)cc(-c2cccs2)c(OC)c1C,0,2.336574601480491,2.9644425,-1.2580858
Cc1c(Br)c(Br)c(Cl)c(Br)c1-c1cccs1,0,2.8930003537025364,2.2656178,-0.40429515
Cc1cccc(Cl)c1I,0,2.1356914687640174,6.976428,17.553116
Cc1ccc(I)c(C)c1,0,1.8601933918409408,6.855744,18.410381
Clc1cc(I)c(Br)cc1I,0,2.9458711418234422,6.955751,18.142181
COc1cc(F)cc(Br)c1,0,1.7947514179575652,6.115535,18.663076
COc1ccc(-c2cccs2)c(I)c1,0,2.0699102010767536,2.826297,-1.5844344
Cc1ccc(Br)c(I)c1Br,0,2.742455165492082,6.8379188,17.755085
Fc1cc(F)cc(Cl)c1,0,1.8149395456870965,7.2943525,18.690294
COc1ccc(C)cc1,0,1.0099726226101744,6.0609155,18.457813
Cc1cccc(C)c1,0,1.1380803582869472,6.9622555,18.603207
